Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment
CHEMBL2153117,O=[N+]([O-])c1cn(-c2ccc(OC(F)(F)F)cc2)cn1,Activity,,,,CHEMBL2154522,Mutagenicity in Salmonella typhimurium TA102 assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in presence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2153117,O=[N+]([O-])c1cn(-c2ccc(OC(F)(F)F)cc2)cn1,Activity,,,,CHEMBL2154524,Mutagenicity in Salmonella typhimurium TA1535 assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2153117,O=[N+]([O-])c1cn(-c2ccc(OC(F)(F)F)cc2)cn1,Activity,,,,CHEMBL2154528,Mutagenicity in Salmonella typhimurium TA1537 assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2153243,O=[N+]([O-])c1cn(-c2ccc(F)c(Cl)c2)cn1,Activity,,,,CHEMBL2154528,Mutagenicity in Salmonella typhimurium TA1537 assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2181214,CCN1COc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2C1,Activity,,,,CHEMBL2186407,Genotoxicity in Salmonella typhimurium TA100 at 5 to 2490 uM after 90 mins by Ames test in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2176916,Scientific Literature,J Med Chem,2012.0,Non-toxic
CHEMBL517057,C(=C1\CN2CCC1CC2)\c1ccc2ccccc2c1,Activity,,,,CHEMBL962692,"Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous cholesta-7,24-dien-3beta-ol level at 3 uM after 96 hrs by gas-liquid chromatography",F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL517057,C(=C1\CN2CCC1CC2)\c1ccc2ccccc2c1,Activity,,,,CHEMBL959535,Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous episterol level at 3 uM after 96 hrs by gas-liquid chromatography,F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL4079276,Cc1cncc(Cc2cc(-c3ccccc3)no2)c1,Activity,,,,CHEMBL4016927,Mutagenicity in Salmonella typhimurium TA7001/7002/7003/7004/7005/7006 up to 100 uM in presence of rat liver S9 fraction by Ames 2 assay,T,BAO_0000019,assay format,CHEMBL4014346,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL3924161,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,Activity,,,,CHEMBL3853581,Mutagenicity in Salmonella typhi by Ames test in presence of S4 fraction,T,BAO_0000019,assay format,CHEMBL3853265,Scientific Literature,Medchemcomm,2016.0,Non-Toxic
CHEMBL3929544,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,Activity,,,,CHEMBL3853581,Mutagenicity in Salmonella typhi by Ames test in presence of S4 fraction,T,BAO_0000019,assay format,CHEMBL3853265,Scientific Literature,Medchemcomm,2016.0,Non-Toxic
CHEMBL4066823,O=C(O)c1ccccc1S[C@@H]1CC(=O)[C@@H]2OC[C@H]1O2,Activity,,,,CHEMBL3999464,Geno-toxicity in human HeLa cells assessed as induction of DNA damage after 1 hr by alkaline comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect
CHEMBL1934276,C[C@H]1CCC[C@]2(C)C(=O)[C@H](C(O)C(=O)O)CC[C@]12C,Activity,,,,CHEMBL1938128,Induction of microfilament disruption in human HeLa cells at 20 ug/ml after 24 hrs by Hoechst staining-based fluorescence microscopic analysis,F,BAO_0000219,cell-based format,CHEMBL1932932,Scientific Literature,J Nat Prod,2011.0,Not Active
CHEMBL503164,O=C(O)c1cnc2sccc2c1Nc1cccc([N+](=O)[O-])c1,Activity,,,,CHEMBL969697,Antibacterial activity against drug-resistant Klebsiella pneumoniae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL3808823,O=C(Cc1ccc(NC(=O)c2cscn2)cn1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Activity,,,,CHEMBL3813399,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL3808290,Scientific Literature,ACS Med Chem Lett,2016.0,Toxic
CHEMBL410864,CCOC(=O)c1cccc(NC(=O)N2CCCN2C(=O)c2cccnc2SCCCC#N)c1,Activity,,,,CHEMBL922234,Activity at synthetic biotin-RNA pseudoknot assessed as increase in -1 ribosomal frameshifting efficiency at 250 uM by dual luciferase assay,B,BAO_0000019,assay format,CHEMBL1144703,Scientific Literature,Bioorg Med Chem,2008.0,Active
CHEMBL4457303,COc1ccc(F)c([C@H]2CC[C@H](COc3cccc([C@H](C4CC4)[C@@](C)(F)C(=O)O)c3)CC2)c1,Activity,,,,CHEMBL4385344,Genotoxicity in Salmonella typhi by Ames test,T,BAO_0000019,assay format,CHEMBL4382283,Scientific Literature,ACS Med Chem Lett,2019.0,Non-Toxic
CHEMBL2153117,O=[N+]([O-])c1cn(-c2ccc(OC(F)(F)F)cc2)cn1,Activity,,,,CHEMBL2154520,Mutagenicity in Salmonella typhimurium TA102 assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2151060,O=[N+]([O-])c1cn(-c2ccccc2OC(F)(F)F)cn1,Activity,,,,CHEMBL2154521,Mutagenicity in nitroreductase deficient Salmonella typhimurium TA102NR assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Not Determined
CHEMBL4173715,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,Activity,,,,CHEMBL4144955,Mutagenicity in Salmonella typhimurium TA1537 in absence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic
CHEMBL1162293,Nc1cccc(C(F)(F)F)c1,Activity,,,,CHEMBL4144958,Mutagenicity in Escherichia coli WP2uvrA in absence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic
CHEMBL4568031,Cc1cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc2c(C)n1,Activity,,,,CHEMBL4478555,Mutagenicity in Salmonella typhimurium TA102 assessed as increase in revertant colonies after 2 days in presence of rat liver S9 fraction by Ames test relative to control,T,BAO_0000220,subcellular format,CHEMBL4477215,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4579858,Cc1cn2cc(-c3cc(=O)n4cc(N5CCNCC5)ccc4n3)cc(F)c2n1,Activity,,,,CHEMBL4478552,Mutagenicity in Salmonella typhimurium TA98 assessed as increase in revertant colonies after 2 days in presence of rat liver S9 fraction by Ames test relative to control,T,BAO_0000220,subcellular format,CHEMBL4477215,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4078293,O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2,Activity,,,,CHEMBL4023880,Genotoxicity in Salmonella typhimurium TA98 at 1.5 to 1000 ug/well in absence of rat liver S9 fraction by mini-Ames test,T,BAO_0000019,assay format,CHEMBL4020832,Scientific Literature,J Med Chem,2018.0,Non-Toxic
CHEMBL4565755,COc1ccccc1C(=O)/C=C/c1ccc(N(CCCl)CCCl)cc1,Activity,,,,CHEMBL4338673,Antimigratory activity in human MDA-MB-231 cells assessed as wound diameter at 5 uM measured after 24 hrs by microscopic analysis,F,BAO_0000219,cell-based format,CHEMBL4334533,Scientific Literature,Eur J Med Chem,2020.0,Active
CHEMBL3608775,COc1cc(-c2oc3cc(Cl)ccc3c(=O)c2OC)ccc1O,Activity,,,,CHEMBL3610432,Activation of skeletal myosin S1 ATPase in rabbit psoas muscle at 10 uM in presence of actin thin filament complex,B,BAO_0000221,tissue-based format,CHEMBL3608211,Scientific Literature,ACS Med Chem Lett,2015.0,Not Active
CHEMBL3586404,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,Activity,,,,CHEMBL3587473,Mutagenicity in Salmonella typhi by Ames test,T,BAO_0000218,organism-based format,CHEMBL3585315,Scientific Literature,J Med Chem,2015.0,Non-toxic
CHEMBL4161610,O=C(/C=C/c1cccc2ccccc12)c1c(O)ccc2ccccc12,Activity,,,,CHEMBL4130658,Genotoxicity in human HK2 cells assessed as induction of DNA strand breakage at 20 uM after 6 hrs by DAPI staining based alkaline comet assay,T,BAO_0000219,cell-based format,CHEMBL4130341,Scientific Literature,Medchemcomm,2016.0,Non-Toxic
CHEMBL3325813,CCCC(=O)c1cnn(-c2cnc(N)cn2)c1C,Activity,,,,CHEMBL3361792,Mutagenicity in Salmonella typhimurium by Ames II test in absence of liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3352233,Scientific Literature,J Med Chem,2014.0,Non-toxic
CHEMBL4101303,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3cccc(Cl)c3)C=C1C(N)=O)C2,Activity,,,,CHEMBL4013246,Genotoxicity in Salmonella typhimurium TAMix after 90 mins by Ames test,T,BAO_0000019,assay format,CHEMBL4011633,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL3908849,NC(=O)n1cc(NC(=O)N2CCC[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21,Activity,,,,CHEMBL4013301,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4011635,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL3683753,NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc12,Activity,,,,CHEMBL4013304,Genotoxicity in human primary lymphocytes by micronucleus test,T,BAO_0000219,cell-based format,CHEMBL4011635,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4101981,Cc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)CCCN)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(N)cc2)C(N)=O)cc1,Activity,,,,CHEMBL4025735,Binding affinity to EYPC/EYPG small unilamellar vesicles at 0.1 uM by tryptophan fluorescence quenching assay,B,BAO_0000019,assay format,CHEMBL4024712,Scientific Literature,Eur J Med Chem,2017.0,Active
CHEMBL3621938,O=[N+]([O-])c1cc(CSc2nnn(Cc3ccc(Cl)cc3)n2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3625263,Mutagenic activity in Salmonella typhimurium TA98 assessed as induction of reverse mutation at 50 uM,T,BAO_0000218,organism-based format,CHEMBL3621085,Scientific Literature,Medchemcomm,2015.0,Toxic
CHEMBL3621925,O=[N+]([O-])c1cc(CSc2nnnn2Cc2ccc(Cl)cc2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3625264,Mutagenic activity in Salmonella typhimurium TA100 assessed as induction of reverse mutation at 50 uM,T,BAO_0000218,organism-based format,CHEMBL3621085,Scientific Literature,Medchemcomm,2015.0,Toxic
CHEMBL3622956,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,Activity,,,,CHEMBL3627076,Genotoxicity in Salmonella typhimurium TA1535 at 5000 lg/plate in absence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic
CHEMBL3622956,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,Activity,,,,CHEMBL3627081,Mutagenicity in Salmonella typhimurium TA98 at 5000 lg/plate in presence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic
CHEMBL3622957,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC[C@@H](O)C1,Activity,,,,CHEMBL3627084,Mutagenicity in Salmonella typhimurium TA100 at 5000 lg/plate in absence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic
CHEMBL286534,Nc1ncnc2c1ncn2C[C@@H](CO)OCP(=O)(O)O,Activity,,,,CHEMBL995366,Antiviral activity against Camelpox virus CML1 infected in HEL299 cells assessed as reduction in viral titer after 6 days postinfection by virus yield reduction assay,F,BAO_0000218,organism-based format,CHEMBL1137668,Scientific Literature,Antimicrob Agents Chemother,2007.0,Dose-dependent effect
CHEMBL261691,Nc1nccc2c1ncn2C[C@@H](CO)OCP(=O)(O)O,Activity,,,,CHEMBL995369,Antiviral activity against Camelpox virus CML14 infected in human PHK assessed as reduction in viral titer after 6 days postinfection by virus yield reduction assay,F,BAO_0000218,organism-based format,CHEMBL1137668,Scientific Literature,Antimicrob Agents Chemother,2007.0,Dose-dependent effect
CHEMBL4089964,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)NO)cc1,Activity,,,,CHEMBL4034651,Genotoxicity in Salmonella typhimurium TA102 at 50 times IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4033641,Scientific Literature,Eur J Med Chem,2017.0,Toxic
CHEMBL3763755,Cl.N=C(N)N/N=C/c1ccc(-c2ccc(Br)cc2)s1,Activity,,,,CHEMBL3766523,Induction of DNA intercalation with Candida albicans genomic DNA at 25 ug/ml after 12 hrs by ethidium bromide staining based gel electrophoresis method,B,BAO_0000019,assay format,CHEMBL3763135,Scientific Literature,Bioorg Med Chem,2016.0,Active
CHEMBL3741076,CN1C=C(C(=O)Nc2cc(-c3ccn[nH]c3=O)ccc2F)[C@H](c2ccc(F)cc2)CC1=O,Activity,,,,CHEMBL3744767,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL3739255,Scientific Literature,J Med Chem,2015.0,Non-toxic
CHEMBL446977,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1,Activity,,,,CHEMBL1949369,Antiameobic activity against Entamoeba histolytica HM-1:IMSS after 72 hrs using trypan blue staining method,F,BAO_0000218,organism-based format,CHEMBL1944623,Scientific Literature,Eur J Med Chem,2012.0,Dose-dependent effect
CHEMBL4164512,COc1cccc(-c2cn(CCn3c(=N)sc4cc(OC(F)(F)F)ccc43)nn2)c1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4173714,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccc(Cl)cc2)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4171728,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccccc2Br)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4167010,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2cccc(F)c2)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4162494,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccc(F)cc2F)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4177206,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccccc2C(F)(F)F)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4163307,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccc(C(=O)O)cc2)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Active
CHEMBL4167851,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccc([N+](=O)[O-])cc2)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4175061,N=c1sc2cc(OC(F)(F)F)ccc2n1CCn1cc(-c2ccncc2)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Active
CHEMBL4176973,Cn1cncc1-c1cn(CCn2c(=N)sc3cc(OC(F)(F)F)ccc32)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL4166665,CC(C)CCc1cn(CCn2c(=N)sc3cc(OC(F)(F)F)ccc32)nn1,Activity,,,,CHEMBL4150548,Neuroprotective activity against kainate-induced cell damage in mouse primary cortical neurons assessed as reduction in kainate-induced neurofilament loss by measuring increase in MAPK level at 1 uM pretreated followed by kainate challenge measured after 18 hrs by fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4145631,Scientific Literature,ACS Med Chem Lett,2018.0,Not Active
CHEMBL165372,O=[N+]([O-])c1ccc2[nH]ncc2c1,Activity,,,,CHEMBL799657,Mutagenic activity in Salmonella Typhimurium TA98 using Ames test; Activity is log of revertants / nmol; a= inactive,F,BAO_0000218,organism-based format,CHEMBL1125820,Scientific Literature,J Med Chem,1991.0,Not Active
CHEMBL4067597,CC(=O)OC[C@H]1O[C@@H](S[C@@H]2CC(=O)[C@@H]3OC[C@H]2O3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,Activity,,,,CHEMBL3999466,Geno-toxicity in human HeLa cells assessed as induction of DNA damage by measuring increase in double stranded DNA breaks at 69 to 550 uM after 1 hr by neutral comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Not Active
CHEMBL4066823,O=C(O)c1ccccc1S[C@@H]1CC(=O)[C@@H]2OC[C@H]1O2,Activity,,,,CHEMBL3999468,Geno-toxicity in human HeLa cells assessed as induction of DNA damage by measuring increase in incomplete excision repair sites at pH 12.1 after 1 hr by comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect
CHEMBL4082189,CC(=O)OC[C@H]1O[C@@H](S[C@@H]2CC(=O)[C@@H]3OC[C@H]2O3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Activity,,,,CHEMBL3999491,Geno-toxicity in human HeLa cells assessed as induction of DNA damage by measuring increase in single strand breaks after 1 hr by comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect
CHEMBL4067597,CC(=O)OC[C@H]1O[C@@H](S[C@@H]2CC(=O)[C@@H]3OC[C@H]2O3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,Activity,,,,CHEMBL3999491,Geno-toxicity in human HeLa cells assessed as induction of DNA damage by measuring increase in single strand breaks after 1 hr by comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect
CHEMBL225703,COc1cc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)ccc1O,Activity,,,,CHEMBL1001930,Antimutagenic activity in Salmonella Typhimurium TA1535 carrying pSK1002 containing umuC'-lacZ fused gene assessed as suppression of Trp-P-1-induced SOS response to alteration in DNA synthesis measured by beta-galactosidase activity by Umu test,F,BAO_0000218,organism-based format,CHEMBL1148948,Scientific Literature,J Nat Prod,2004.0,Active
CHEMBL3113790,O=C(/N=N/c1ccc(C(F)(F)F)cc1)Nc1ccccc1,Activity,,,,CHEMBL3116781,Genotoxicity in Salmonella typhimurium Cytox (pr1) expressing lux operon assessed as activation of SOS operon at 0.1 to 10 ug/ml measured for 4 hrs with 5 mins interval by vitotox assay in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3112428,Scientific Literature,Eur J Med Chem,2014.0,Non-toxic
