StdInChIKey,Smiles,LogS,T,Source,REF1,REF2,REF3,REF4,REF5
SPSSULHKWOKEEL-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.22,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SSLKKMZJCJBOML-UHFFFAOYSA-N,Clc1nnc(SCC(=O)N(CC)CC)cc1,-1.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
STCOOQWBFONSKY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)OCCCC,-2.846,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SUSRORUBZHMPCO-UHFFFAOYSA-N,Clc1c(Oc2cc(C(=O)OC)c([N+](=O)[O-])cc2)ccc(Cl)c1,-6,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SVFKQHLOBRUZGV-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)nccc2,-2.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,O=C(C(C)C)C,-0.12,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SZYWFOPNFNROQB-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2nsnc12,-4.98,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
TUNFSRHWOTWDNC-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCC,-5.33,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
TVMXDCGIABBOFY-UHFFFAOYSA-N,C(CCCC)CCC,-5.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
TXCDCPKCNAJMEE-UHFFFAOYSA-N,o1c2c(c3c1cccc3)cccc2,-4.51267,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
TXVHTIQJNYSSKO-UHFFFAOYSA-N,c12c3c4c5c(c1cccc2ccc3ccc4)cccc5,-7.799998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
TYHHDWAHJRRYCU-UHFFFAOYSA-N,O=[N+]([O-])c1c(OCC(=O)O)cccc1,-2.014,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
TYMLOMAKGOJONV-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N)cc1,-2.37,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
TZFWDZFKRBELIQ-UHFFFAOYSA-N,Clc1cc2[nH]c(=O)oc2cc1,-2.77605,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
TZIHFWKZFHZASV-UHFFFAOYSA-N,O=COC,0.58,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
TZYQTWHRLVDYPL-UHFFFAOYSA-N,O=C1N=CN=CC1,0.59,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UAYYWDWWESZIPA-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,-5.616,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,-3.75,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UCIUVGVKELKZSD-UHFFFAOYSA-N,O=C(N(CCO)CCO)COC(=O)c1ccccc1,0.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UCMIRNVEIXFBKS-UHFFFAOYSA-N,O=C(O)CCN,0.999479,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)Cl,-6.899998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
UCTWMZQNUQWSLP-UHFFFAOYSA-N,OC(CNC)c1cc(O)c(O)cc1,-0.962,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UDUNORRTIFRHKX-UHFFFAOYSA-N,ClC1=C(NC2C=C(CC(=O)OCC(=O)NC(C(=O)OC)C(C)C)C=CC=C2)C(Cl)C=CC=C1,-1.59908,NA,ONSchallenge,http://sphinxsai.com/vol3.no2/pharm/pharmpdf/PT=35(841-851)AJ11.pdf,,,,
UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1C(N2C(=O)c3c(C2=O)cccc3)CCC(=O)N1,-2.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UFNIBRDIUNVOMX-UHFFFAOYSA-N,Clc1c(c2ccc(Cl)cc2)cccc1,-5.28,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
UFQCLRMJHOWNLX-UHFFFAOYSA-N,Brc1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,-3.222,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UGQVTTBSGZLNIL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCSc2c1,-2.254,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UJOBWOGCFQCDNV-UHFFFAOYSA-N,[nH]1c2c(c3c1cccc3)cccc2,-4.97,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ULBXWWGWDPVHAO-UHFFFAOYSA-N,Clc1cc(NC(=O)OC(C#C)C)ccc1,-2.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ULSIYEODSMZIPX-UHFFFAOYSA-N,OC(CN)c1ccccc1,-0.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UMGDCJDMYOKAJW-UHFFFAOYSA-N,S=C(N)N,0.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UMIPWJGWASORKV-UHFFFAOYSA-N,C(#C)CCCCCC,-3.66,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
UNAHYJYOSSSJHH-UHFFFAOYSA-N,S(=O)(=O)(N)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,-5.16,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UNXHWFMMPAWVPI-UHFFFAOYSA-N,OC(C(O)CO)CO,0.7,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UOAMTSKGCBMZTC-UHFFFAOYSA-N,ClC(Cl)(Cl)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-5.67,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UPMXNNIRAGDFEH-UHFFFAOYSA-N,Brc1c(O)c(Br)cc(C#N)c1,-3.33,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UPTOWXNJLZJTGD-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC)ccc(OC)c1,-3.117,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UQDUPQYQJKYHQI-UHFFFAOYSA-N,O=C(OC)CCCCCCCCCCC,-4.69,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UQIKOYWGLUXMNE-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C(=O)OC)CCC1,-2.084,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
URAYPUMNDPQOKB-UHFFFAOYSA-N,O=C(OC(COC(=O)C)COC(=O)C)C,-0.6,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UREBDLICKHMUKA-DVTGEIKXSA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,-3.7945,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UVKZSORBKUEBAZ-UHFFFAOYSA-N,C(N1CCN(C)CC1)(c1ccccc1)c1ccccc1,-1.527,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
UVTNFZQICZKOEM-UHFFFAOYSA-N,O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,-1.75,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
UYXAWHWODHRRMR-UHFFFAOYSA-N,O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,-2.76364,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
VAOCPAMSLUNLGC-UHFFFAOYSA-N,O=[N+]([O-])c1n(CCO)c(C)nc1,-1.20351,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
VDAMAZDKFJYVCT-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2ccc(OC)cc2)c1,-4.222,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VDTNNGKXZGSZIP-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(N)cc1,-2.18,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VGGSQFUCUMXWEO-UHFFFAOYSA-N,C=C,-0.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VGPYEHKOIGNJKV-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)OC)c1ccc(N)cc1,-1.66,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VGQLNJWOULYVFV-UHFFFAOYSA-N,O=C(OC)C1C(C(=O)OC)C2C=CC1C2,-1.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VGVIKVCCUATMNG-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1ccccc1,-6.27,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
VGZSUPCWNCWDAN-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,-2.06,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VHZXNQKVFDBFIK-NBBHSKLNSA-N,F[C@H]1C(=O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)CCCC4)CC2)C1,-6.79588,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
VIKNJXKGJWUCNN-XGXHKTLJSA-N,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,-4.69398,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
VKNITLPENCJQOP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(OC)c1OC,-4.37,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
VLKZOEOYAKHREP-UHFFFAOYSA-N,C(CCC)CC,-3.84,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
VLYWMPOKSSWJAL-UHFFFAOYSA-N,S(=O)(=O)(Nc1nnc(OC)cc1)c1ccc(N)cc1,-3.28,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VMKOFRJSULQZRM-UHFFFAOYSA-N,BrCCCCCCCC,-5.06,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VOEYXMAFNDNNED-UHFFFAOYSA-N,O=C(Oc1cc(C)ccc1)NC,-1.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VOKSWYLNZZRQPF-GDIGMMSISA-N,Oc1cc2[C@@]3(C)[C@@H](C)[C@H](N(CC=C(C)C)CC3)Cc2cc1,-3.8032,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VOXZDWNPVJITMN-UHFFFAOYSA-N,Oc1cc2c(cc1)C1C(C3C(C)(C(O)CC3)CC1)CC2,-4.84,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VPGRYOFKCNULNK-UHFFFAOYSA-N,O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,-4.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VREFGVBLTWBCJP-UHFFFAOYSA-N,Clc1cc2C(=NCc3n(c(C)nn3)c2cc1)c1ccccc1,-3.433,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VSNHCAURESNICA-UHFFFAOYSA-N,O=C(NO)N,1.12,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VUNCWTMEJYMOOR-UHFFFAOYSA-N,ClC1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-5.18,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VVNCNSJFMMFHPL-UHFFFAOYSA-N,SC(C(N)C(=O)O)(C)C,-0.13,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VVQNEPGJFQJSBK-UHFFFAOYSA-N,O=C(OC)C(=C)C,-0.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
VVSSGCCPNDSLPL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCCc2c1,-2.679,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,-1.008,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
VXGYRCVTBHVXMZ-UHFFFAOYSA-N,O=C(O)c1cc2c(nccc2)cc1,-0.043,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VXIVSQZSERGHQP-UHFFFAOYSA-N,ClCC(=O)N,-0.02,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VXLVYFXPZGPXCT-UHFFFAOYSA-N,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(OC)cc2)c1,-3.024,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,-2.417,NA,ONSchallenge,http://dx.doi.org/10.1080/00319100410001697891,,,,
WBJINCZRORDGAQ-UHFFFAOYSA-N,O=COCC,0.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WCLNVRQZUKYVAI-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl,-11.221848,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WCYYQNSQJHPVMG-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,-9.950782,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WDCYWAQPCXBPJA-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,-2.29,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WDECIBYCCFPHNR-UHFFFAOYSA-N,c12c(c3c(cc1)cccc3)ccc1c2cccc1,-8.059982,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WDQPAMHFFCXSNU-BGABXYSRSA-N,Clc1ccc(Nc2/c(=N/C(C)C)/cc3n(c4ccc(Cl)cc4)c4c(nc3c2)cccc4)cc1,-6.244,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C)OC2(C)CCC1CC2,-1.72074,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,N(CCC)CCC,-0.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,0.26,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WFJNHVWTKZUUTR-UHFFFAOYSA-N,OC(c1c2c(ncc1)cccc2)C1N2CC(CC)C(C1)CC2,-2.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WFRBDWRZVBPBDO-UHFFFAOYSA-N,OC(CCC)(C)C,-0.49,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WHTBVLXUSXVMEV-UHFFFAOYSA-N,S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,-3.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WIDHRBRBACOVOY-UHFFFAOYSA-N,Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,-7.050001,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WIIZWVCIJKGZOK-RKDXNWHRSA-N,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,-1.9759,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
WIKYUJGCLQQFNW-UHFFFAOYSA-N,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,-4.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WJNRPILHGGKWCK-UHFFFAOYSA-N,Clc1nc(NC(C)C)nc(NC(C)C)n1,-4.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WJRBRSLFGCUECM-UHFFFAOYSA-N,O=C1NC(=O)CN1,-0.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-4.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WJUSVIUZCYELMK-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C)CCCC1C,-0.824,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WKEDVNSFRWHDNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(O)cccc1,-3.59,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WKLCYOHFTPREOW-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2SCCC(=O)c2c1,-3.552,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WLJVNTCWHIRURA-UHFFFAOYSA-N,O=C(O)CCCCCC(=O)O,-0.25192,NA,ONSchallenge,http://dx.doi.org/10.1134/S0036024412020148,,,,
WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1,-0.88838,NA,ONSchallenge,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://dx.doi.org/10.1021/ci800406y
WMWJCKBJUQDYLM-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,-7.180002,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WPTCSQBWLUUYDV-UHFFFAOYSA-N,c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,-5.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WQOXQRCZOLPYPM-UHFFFAOYSA-N,S(SC)C,-1.44,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1C(O)C(O)C(O)C(O)O1,0.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WREGKURFCTUGRC-UHFFFAOYSA-N,O=c1n(C2OC(CO)CC2)ccc(N)n1,-0.433,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WRKNTBMMMVTKKA-UHFFFAOYSA-N,O=C(N(CCO)C)COC(=O)c1ccccc1,-1.09,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,-0.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WRNGAZFESPEMCN-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,-9.480172,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WTDRDQBEARUVNC-LURJTMIESA-N,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,-1.529,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WURBVZBTWMNKQT-UHFFFAOYSA-N,Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,-3.61,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,-0.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1c(C)cc2c(c1)cccc2,-4.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WWJZWCUNLNYYAU-UHFFFAOYSA-N,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WXMYDHQMJVPNTD-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,-4.376,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)c1c(O)ccc(O)c1,-0.10902,NA,ONSchallenge,http://onschallenge.wikispaces.com/,,,,
WXZMFSXDPGVJKK-UHFFFAOYSA-N,OCC(CO)(CO)CO,-0.44,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WXZVAROIGSFCFJ-UHFFFAOYSA-N,O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,-3.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WYEHFWKAOXOVJD-UHFFFAOYSA-N,FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,-6.897001,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WYKYKTKDBLFHCY-UHFFFAOYSA-N,Clc1c(=O)n(c2ccccc2)ncc1N,-2.80245,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WYMSBXTXOHUIGT-UHFFFAOYSA-N,P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,-2.059,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,-4.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
WZWYJBNHTWCXIM-JLHYYAGUSA-N,O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2sccc12,-3.78351,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://goo.gl/hcSD4,,,
XADCESSVHJOZHK-UHFFFAOYSA-N,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,-1.89,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XBCXJKGHPABGSD-UHFFFAOYSA-N,O=c1n(C)ccc(=O)[nH]1,-0.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XDLPWPNVUPKKSN-UHFFFAOYSA-N,Fc1c(N2CC(NC)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,-5.405,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XEFQLINVKFYRCS-UHFFFAOYSA-N,Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,-4.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-0.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XEROSHXMTSNDBW-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)c2c1,-1.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XFOHWECQTFIEIX-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c(c3c(cccc3)C2)cc1,-4.723,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XGEGHDBEHXKFPX-UHFFFAOYSA-N,O=C(NC)N,1.13,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XIGAUIHYSDTJHW-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,-4.87,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XITQUSLLOSKDTB-UHFFFAOYSA-N,Clc1c(Oc2ccc([N+](=O)[O-])cc2)ccc(Cl)c1,-5.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XIURVHNZVLADCM-IUODEOHRSA-N,O=C(N[C@@H]1C(=O)N2C(=C(COC(=O)C)CS[C@H]12)C(=O)O)Cc1sccc1,-2.938,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XJCVRTZCHMZPBD-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N)ccc1,-2.19,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XJGVXQDUIWGIRW-UHFFFAOYSA-N,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(C)CC1,-4.419,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1(c2ccccc2)ccc(c2ccccc2)cc1,-7.109998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1,-4.53587,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
