Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL3127163,O=C(O)c1csc(-n2nc(-c3ccccc3)c3ccc(C(F)(F)F)cc32)n1,PPB,'=',99.95,%,CHEMBL4125544,"Protein binding in Sprague-Dawley rat plasma at 10 to 100 mg/kg, po by LC-MS/MS analysis",A,BAO_0000218,organism-based format,CHEMBL4118283,Scientific Literature,Bioorg Med Chem Lett,2018.0,Sprague-Dawley Rat Plasma,10 to 100 mg/kg,,LC-MS/MS,,True
CHEMBL4127239,O=C(O)CNC(=O)C1=C(O)CC2(CCC2)N(Cc2ccc(-c3ccccc3)cc2)C1=O,PPB,'=',99.5,%,CHEMBL4122059,Protein binding in human serum at 1 ug/ml after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4118138,Scientific Literature,Bioorg Med Chem Lett,2018.0,Human Serum,1 ug/ml,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4164328,CN(C)CCNC(=O)[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2ccccc2[nH]1,PPB,'=',4.0,%,CHEMBL4137257,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4130628,Scientific Literature,J Med Chem,2018.0,Rat,,,,,True
CHEMBL4744784,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)C2CCOCC2)CC1,PPB,'=',94.1,%,CHEMBL4703209,Protein binding in human plasma at 1 uM,A,BAO_0000366,cell-free format,CHEMBL4699543,Scientific Literature,Bioorg Med Chem,2020.0,Human,1 uM,,,,True
CHEMBL4782162,O=C(Nc1ccc(OC(F)(F)F)c(F)c1)NC1CCN(C(=O)C2CCCOC2)CC1,PPB,'=',99.4,%,CHEMBL4703209,Protein binding in human plasma at 1 uM,A,BAO_0000366,cell-free format,CHEMBL4699543,Scientific Literature,Bioorg Med Chem,2020.0,Human,1 uM,,,,True
CHEMBL4750881,CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CCC4)cc1n3n2,PPB,'=',87.0,%,CHEMBL4705575,Protein binding in human plasma at 1 ug/ml incubated for 4 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4699644,Scientific Literature,Bioorg Med Chem,2020.0,Human Plasma,1 ug/ml,4 hrs,LC-MS,,True
CHEMBL286013,CCC(C)(C)C(=O)O,PPB,'=',0.0,%,CHEMBL4809077,Protein binding in human plasma at 40 uM incubated for 4 hrs by equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4808180,Scientific Literature,J Med Chem,2021.0,Human Plasma,40 uM,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4754486,C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,PPB,'=',99.23,%,CHEMBL4705216,Protein binding in mouse plasma at 2.5 uM measured after 4 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4699634,Scientific Literature,J Med Chem,2020.0,Mouse,2.5 uM,4 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4214282,CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,PPB,'=',100.0,%,CHEMBL4196945,Protein binding in dog plasma at 1 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0,Dog Plasma,1 uM,6 hrs,UPLC-MS/MS,Equilibrium Dialysis,True
CHEMBL4755311,c1coc(CNc2ncnc3cn[nH]c23)c1,PPB,'=',12.9,%,CHEMBL4724731,Protein binding in human plasma at 10 uM after 4 hrs by RF-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715907,Scientific Literature,Bioorg Med Chem,2021.0,Human,10 uM,4 hrs,RF-MS,,True
CHEMBL1096380,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,PPB,'=',97.2,%,CHEMBL4236085,Protein binding in Beagle dog plasma at 2 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4229536,Scientific Literature,Bioorg Med Chem,2018.0,Beagle Dog Plasma,2 uM,4 hrs,LC-MS/MS,,True
CHEMBL4800128,c1coc(CNc2ccnc3[nH]cnc23)c1,PPB,'=',12.9,%,CHEMBL4724731,Protein binding in human plasma at 10 uM after 4 hrs by RF-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715907,Scientific Literature,Bioorg Med Chem,2021.0,Human,10 uM,4 hrs,RF-MS,,True
CHEMBL228792,c1coc(CNc2ncnc3[nH]cnc23)c1,PPB,'=',12.9,%,CHEMBL4724731,Protein binding in human plasma at 10 uM after 4 hrs by RF-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715907,Scientific Literature,Bioorg Med Chem,2021.0,Human,10 uM,4 hrs,RF-MS,,True
CHEMBL4753580,Clc1cc2[nH]cnc2c(NCc2ccco2)n1,PPB,'=',12.9,%,CHEMBL4724731,Protein binding in human plasma at 10 uM after 4 hrs by RF-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715907,Scientific Literature,Bioorg Med Chem,2021.0,Human,10 uM,4 hrs,RF-MS,,True
CHEMBL4800448,O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@H]3CCCNC3)c2)c1F,PPB,'=',98.6,%,CHEMBL4729957,Protein binding in human plasma at 5 uM incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725391,Scientific Literature,J Med Chem,2020.0,Human,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4290485,Clc1cc(-c2nnn[nH]2)ccc1-c1ccc(-n2ccnc2)cc1,PPB,'=',98.5,%,CHEMBL4260560,Protein binding in mouse plasma at 10 uM by LC/MS/MS based equilibrium dialysis analysis,A,BAO_0000366,cell-free format,CHEMBL4257571,Scientific Literature,Bioorg Med Chem Lett,2018.0,Mouse Plasma,10 uM,,LC/MS/MS,Equilibrium Dialysis,True
CHEMBL4788832,COc1cc(OCc2ccnc(N)n2)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12,PPB,'=',90.4,%,CHEMBL4728943,Plasma protein binding in Sprague-Dawley rat at 5 uM incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725356,Scientific Literature,J Med Chem,2020.0,Sprague-Dawley Rat,5 uM,5 hrs,LC-MS,,True
CHEMBL4748740,COc1cc(OCc2ccnc(Nc3cnn(C)c3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12,PPB,'=',95.2,%,CHEMBL4728944,Plasma protein binding in Beagle dog at 5 uM incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725356,Scientific Literature,J Med Chem,2020.0,Beagle Dog Plasma,5 uM,5 hrs,LC-MS,,True
CHEMBL578429,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,PPB,'=',98.9,%,CHEMBL4315698,Protein binding in human plasma at 10 uM measured after 4 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4312011,Scientific Literature,Eur J Med Chem,2020.0,Human Plasma,10 uM,4 hrs,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4585089,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(Cl)c1,PPB,'=',95.7,%,CHEMBL4339123,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4334553,Scientific Literature,ACS Med Chem Lett,2020.0,Rat,,,,,True
CHEMBL4465474,N#Cc1cccc(Nc2nccc(-c3c(CO)nn4nc(N5CCOCC5)ccc34)n2)c1,PPB,'=',100.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4556458,c1cncc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)c1,PPB,'=',98.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL363121,COc1cc(CNC(=O)c2ccc([N+](=O)[O-])o2)cc(OC)c1OC,PPB,'=',65.57,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0,,,,VolSurf,,False
CHEMBL366131,O=C(NC1CCCc2ccccc21)c1ccc([N+](=O)[O-])o1,PPB,'=',77.18,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0,,,,VolSurf,,False
CHEMBL189140,COc1ccc(CCNC(=O)c2ccc([N+](=O)[O-])o2)cc1,PPB,'=',71.2,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0,,,,VolSurf,,False
CHEMBL182378,COC(=O)C1CC=CCC1c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,PPB,'=',96.0,%,CHEMBL839458,Protein binding using 10% human serum,A,BAO_0000019,assay format,CHEMBL1142801,Scientific Literature,Bioorg Med Chem Lett,2005.0,Human Serum,,,,,True
CHEMBL2448704,CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,PPB,'=',97.2,%,CHEMBL2448802,DNDI: Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,,Mouse Plasma,,,,,True
CHEMBL352039,N=C(N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)c1nccs1,PPB,'=',43.0,%,CHEMBL768723,In vitro anticoagulant activity was measured by percentage binding of compound toward plasma protein,F,BAO_0000366,cell-free format,CHEMBL1136598,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,,True
CHEMBL4441262,CCC(=O)N1CC[C@H](Nc2ncnc3c2nc(-c2cnn(CC)c2C)n3C)C1,PPB,'=',51.0,%,CHEMBL4348853,Protein binding in Wistar Han rat plasma,A,BAO_0000366,cell-free format,CHEMBL4346703,Scientific Literature,J Med Chem,2019.0,Wistar Han Rat,,,,,True
CHEMBL4570812,CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C,PPB,'=',26.0,%,CHEMBL4348861,Protein binding in Beagle dog plasma,A,BAO_0000366,cell-free format,CHEMBL4346703,Scientific Literature,J Med Chem,2019.0,Beagle Dog Plasma,,,,,True
CHEMBL4473030,CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',87.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4562060,O=C(O)[C@@H]1CCCN1c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,PPB,'=',95.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4527111,CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',75.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4447457,c1cnc(Nc2ccnc3cc(-c4cnc(N5CCCCCC5)nc4)ccc23)cn1,PPB,'=',99.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4465873,CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5)ccnc4c3)cn2)CC1,PPB,'=',85.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4447325,CN1CCN(c2ncc(-c3ccc4c(NC5CCOCC5)ccnc4c3)cn2)CC1,PPB,'=',50.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4591825,COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,PPB,'=',96.48,%,CHEMBL4366144,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4364273,Scientific Literature,ACS Med Chem Lett,2019.0,Human,,,,,True
CHEMBL4539946,CC(C)(O)CN1CC(C#CC#Cc2cc3n(c2)C(=O)N(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3)C1,PPB,'=',90.0,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0,Mouse,1 uM,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4088036,CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,PPB,'=',91.1,%,CHEMBL4047755,Protein binding in guinea pig plasma at 10 ug/ml by ultrafiltration method,A,BAO_0000366,cell-free format,CHEMBL4043263,Scientific Literature,Bioorg Med Chem Lett,2017.0,Guinea Pig Plasma,10 ug/ml,,Ultrafiltration,,True
CHEMBL4643425,O=C(O)c1cccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)c1,PPB,'=',98.9,%,CHEMBL4619318,Protein binding in human plasma measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616716,Scientific Literature,ACS Med Chem Lett,2020.0,Human,,4 hrs,LC-MS/MS,,True
CHEMBL4649390,O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3)c3ncccc23)C1,PPB,'=',99.0,%,CHEMBL4619318,Protein binding in human plasma measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616716,Scientific Literature,ACS Med Chem Lett,2020.0,Human,,4 hrs,LC-MS/MS,,True
CHEMBL4634704,O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3F)c3ncccc23)C1,PPB,'=',93.9,%,CHEMBL4619319,Protein binding in rat plasma measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616716,Scientific Literature,ACS Med Chem Lett,2020.0,Rat Plasma,,4 hrs,LC-MS/MS,,True
CHEMBL4457169,CN1CCN(c2ncc(-c3ccc4c(N[C@@H]5CCCC[C@H]5O)ccnc4c3)cn2)CC1,PPB,'=',63.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4532381,Cc1cncc(Nc2ccnc3cc(-c4cnc(N5CCCN(C)CC5)nc4)ccc23)n1,PPB,'=',77.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL186248,O=C(NC1CCCCC1)c1ccc([N+](=O)[O-])o1,PPB,'=',64.78,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0,,,,VolSurf,,False
CHEMBL4225923,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,PPB,'=',99.0,%,CHEMBL4222473,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4219148,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4229237,C[C@@H](NC(=O)c1cc(-c2ccc(Cl)cn2)cc(C(C)(C)O)c1)c1ccc(C(F)(F)F)[n+]([O-])c1,PPB,'=',73.7,%,CHEMBL4222595,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4219153,Scientific Literature,Bioorg Med Chem Lett,2018.0,Dog,,,,,True
CHEMBL4176794,Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3ccc(O)c(F)c3)n(-c3ccccc3)c(=O)c12,PPB,'=',94.6,%,CHEMBL4158793,Protein binding in rat plasma at 1 uM by equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4152386,Scientific Literature,J Med Chem,2018.0,Rat Plasma,1 uM,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4212409,CCc1ccc(-n2ccc(C(F)(F)F)c2COc2ccc(CCC(=O)O)c(F)c2F)cc1,PPB,'=',99.86,%,CHEMBL4188768,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4184291,Scientific Literature,Bioorg Med Chem Lett,2018.0,Mouse,,,,,True
CHEMBL4205429,Cc1ccc(-n2ccc(C(F)(F)F)c2COc2c(F)cc(CCC(=O)O)cc2F)cc1,PPB,'=',99.85,%,CHEMBL4188769,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4184291,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4227218,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccsc12,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL4227597,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL4229114,COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL4228396,COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCCO2,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL1081724,Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(-c3nnc(NS(=O)(=O)c4ccc(Cl)c(Cl)c4)o3)cc(F)cc12,PPB,'=',97.2,%,CHEMBL1101704,Protein binding in plasma by HSA-HPLC method,A,BAO_0000366,cell-free format,CHEMBL1154363,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,HSA-HPLC,,True
CHEMBL4213380,O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,PPB,'=',95.8,%,CHEMBL4179611,Protein binding in human plasma at 5 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4177599,Scientific Literature,Bioorg Med Chem,2017.0,Human,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4443828,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,PPB,'=',97.2,%,CHEMBL4371493,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4371006,Scientific Literature,J Med Chem,2018.0,Mouse,,,,,True
CHEMBL3105168,CN1CCN(c2ccc(S(=O)(=O)NCc3ccc(C(=O)Nc4cccnc4)cc3)cc2)CC1,PPB,'=',85.2,%,CHEMBL4343695,Protein binding in human plasma by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4342427,Scientific Literature,Bioorg Med Chem Lett,2020.0,Human Plasma,,,HPLC,,True
CHEMBL4482878,Nc1cc(SCc2ccccc2F)c2nn[nH]c2n1,PPB,'=',98.0,%,CHEMBL4329752,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4325921,Scientific Literature,ACS Med Chem Lett,2018.0,Human,,,,,True
CHEMBL4173075,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,PPB,'=',79.0,%,CHEMBL4158411,Protein binding in human plasma at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4152377,Scientific Literature,J Med Chem,2018.0,Human Plasma,10 uM,4 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4522912,CC(=O)N1CCN(c2ccc(CN3C[C@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,PPB,'=',89.0,%,CHEMBL4480199,Protein binding in human plasma by equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4477267,Scientific Literature,Bioorg Med Chem Lett,2016.0,Human Plasma,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4227994,COc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL4225886,COc1cc2ccc(C#N)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2c1OCC2,PPB,'=',99.43,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0,Human,,,,,True
CHEMBL4846874,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,PPB,'=',99.8,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4873928,O=C(NC[C@H]1[C@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]12)c1ccc(Cl)cc1,PPB,'=',100.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4868112,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4cc(F)ccc34)C[C@@H]21,PPB,'=',100.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4878766,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccccc43)C[C@@H]21,PPB,'=',98.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4873803,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cccc43)C[C@@H]21,PPB,'=',99.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4853672,CC[C@@H](NC(=O)c1ccc(C#N)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,PPB,'=',96.6,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4858888,CC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,PPB,'=',99.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4849690,CCC(c1nc2cc(Cl)ccc2[nH]1)[C@H]1[C@@H]2C[C@@H](c3ccnc4ccc(F)cc34)C[C@@H]21,PPB,'=',99.97,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
