Drug_ID	Drug	Y
"rifamexil"	"CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(OC=C[C@H](OC)[C@@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)N1)O4"	-1
"rifamide"	"CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(OC=C[C@H](OC)[C@@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)N2)O4"	-1
"rifampin (rifampicin)"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C"	-1
"rifamycin"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C"	-1
"rifapentine"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C"	-1
"rifaximin"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C"	-1
"ritipenem"	"C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@@H]12"	-1
"ritonavir"	"CC(C)c1nc(CN(C)C(=O)N[C@@H](C(=O)N[C@H](Cc2ccccc2)C[C@H](O)[C@@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1"	-1
"rodorubicin"	"CC[C@@]1(O)C[C@@H](O[C@H]2C[C@@H](N(C)C)[C@@H](O[C@H]3C[C@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O"	-1
"rolitetracycline"	"CN(C)[C@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"	-1
"rotamicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"roxithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)C(=NOCOCCOC)[C@H](C)[C@H](O)[C@@]1(C)O"	-1
"saquinavir"	"CC(C)(C)NC(=O)[C@H]1C[C@H]2CCCC[C@H]2CN1C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1"	-1
"sarmoxicillin"	"COCOC(=O)[C@H]1N2C(=O)[C@@H](N3C(=O)[C@H](c4ccc(O)cc4)NC3(C)C)[C@H]2SC1(C)C"	-1
"sarpicillin"	"COCOC(=O)[C@H]1N2C(=O)[C@@H](N3C(=O)[C@H](c4ccccc4)NC3(C)C)[C@H]2SC1(C)C"	-1
"sedecamycin"	"CC(=O)O[C@H]1C=CC(C)=CC[C@H](O)C=CC(C)=C[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@@H](C1)[C@@H](C)C2=O"	-1
"sisomicin"	"CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O"	-1
"spiramycin"	"CO[C@H]1[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@@H](O[C@H]2CC[C@@H](N(C)C)[C@H](C)O2)[C@H](C)C[C@@H](CC=O)[C@H]1O[C@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@H](O)[C@H](C)O2)[C@@H](N(C)C)[C@@H]1O"	-1
"streptomycin"	"CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@H](NC(=N)N)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@H]3O)O[C@H](C)[C@@]2(O)C=O)O[C@H](CO)[C@@H](O)[C@H]1O"	-1
"sulbenicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O"	-1
"sulopenem"	"C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(F)S[C@@H]12"	-1
"sultamicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C"	-1
"suncillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NS(=O)(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"tacrolimus"	"C=CC[C@@H]1C=C(C)C[C@@H](C)C[C@@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@H](O)[C@@H](OC)C3)[C@@H](C)[C@@H](O)CC1=O)[C@@H](C)C[C@H]2OC"	-1
"talampicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O[C@H]1OC(=O)c2ccccc21"	-1
"tazobactam"	"C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"	-1
"teicoplanin"	"COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@@H](NC(=O)[C@H]3NC(=O)[C@H]4NC(=O)[C@@H](NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3Cl)[C@H]2O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21"	-1
"teniposide"	"COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@H]3O[C@H]5CO[C@H](c6cccs6)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC"	-1
"terfenadine"	"CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	-1
"theodrenaline"	"Cn1c(=O)c2c(ncn2CCNC[C@H](O)c2ccc(O)c(O)c2)n(C)c1=O"	-1
"thiphencillin (tifencillin)"	"CC1(C)S[C@@H]2[C@H](NC(=O)CSc3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"tigemonam"	"CC1(C)[C@H](NC/C(=N/OCC(=O)O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"	-1
"tobicillin"	"CC(C)C(=O)OCc1cccc(OC(=O)[C@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1"	-1
"tobramycin"	"NC[C@H]1O[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]3O)[C@@H]2O)[C@H](N)C[C@@H]1O"	-1
"tolcapone"	"Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1"	-1
"topotecan"	"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1"	-1
"troleandomycin"	"CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@@H](C)[C@@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@@H](C)[C@H](O[C@H]3O[C@H](C)C[C@@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@H](C)[C@H]1OC(C)=O"	-1
"trospectomycin"	"CCCC[C@H]1CC(=O)[C@@]2(O)O[C@H]3[C@@H](NC)[C@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@H]2O1"	-1
"tymazoline"	"Cc1ccc(C(C)C)c(OCC2=NCCN2)c1"	-1
"valinomycin"	"CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)COC(=O)[C@@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)COC1=O"	-1
"vancomycin"	"CN[C@@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]2C(=O)N[C@@H]3C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@H]2C[C@@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H]1O"	-1
"verapamil"	"COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC"	-1
"vinblastine"	"CC[C@@]12C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@H]1OC(C)=O)[C@H]32"	-1
"vincristine"	"CC[C@@]12C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C=O)[C@H]4[C@@](O)(C(=O)OC)[C@H]1OC(C)=O)[C@H]32"	-1
"vindesine"	"CC[C@@]12C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(N)=O)[C@@H]1O)[C@H]32"	-1
"virginiamycin-factor-m1"	"CC1=C[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@@H](C)C=CC(=O)NCC=C1"	-1
"virginiamycin-factor-s1"	"CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@H]2CC(=O)CCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H]2CCCN2C1=O"	-1
"xantocillin"	"N#CC(=Cc1ccc(O)cc1)/C(C#N)=C\c1ccc(O)cc1"	-1
"zorubicin"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(C)=NNC(=O)c1ccccc1)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"	-1
"acepromazine"	"CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2"	1
"aceprometazine"	"CC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2"	1
"acetophenazine"	"CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2"	1
"adinazolam"	"CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2"	1
"albutoin"	"C=CCN1C(=O)[C@@H](CC(C)C)NC1=S"	1
"alclometasone"	"C[C@H]1C[C@H]2[C@@H]3[C@H]([C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO)[C@]1(C)C=CC(=O)C=C1C[C@H]3Cl"	1
"aletamine (alfetamine)"	"C=CC[C@H](N)Cc1ccccc1"	1
"algestone"	"CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C"	1
"alimemazine"	"C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21"	1
"allobarbital (allobarbitol)"	"C=CCC1(CC=C)C(=O)NC(=O)NC1=O"	1
"alpertine"	"CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1"	1
"alphaprodine (betaprodine)"	"CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1C"	1
"alpidem"	"CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12"	1
"alprazolam"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2"	1
"amantadine"	"N[C@]12CC3C[C@H](C[C@H](C3)C1)C2"	1
"amebucort"	"CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@H]3C[C@H](C)C4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"amedalin"	"CNCCC[C@@]1(C)C(=O)N(c2ccccc2)c2ccccc21"	1
"amfonelic-acid"	"CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21"	1
"amiflamine"	"Cc1cc(N(C)C)ccc1C[C@H](C)N"	1
"aminoglutethimide"	"CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O"	1
"aminopromazine"	"CN(C)C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C"	1
"amiperone"	"CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"amitriptyline"	"CN(C)CCC=C1c2ccccc2CCc2ccccc21"	1
"amobarbital"	"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O"	1
"amoxapine"	"Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2"	1
"anisopirol"	"COc1ccccc1N1CCN(CCC[C@H](O)c2ccc(F)cc2)CC1"	1
"aptazapine"	"CN1CCN2c3ccccc3Cn3cccc3[C@H]2C1"	1
"arfendazam"	"CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21"	1
"asimadoline"	"CN(C(=O)C(c1ccccc1)c1ccccc1)[C@@H](CN1CC[C@H](O)C1)c1ccccc1"	1
"atibeprone"	"Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O"	1
"atropine (hyoscyamine)"	"CN1[C@H]2CC[C@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2"	1
"bazinaprine"	"N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1"	1
"beclomethasonedipropionate (beclometasone-dipropionate)"	"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@]21C"	1
"befuraline"	"O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1"	1
"beloxepin"	"Cc1cccc2c1Oc1ccccc1[C@]1(O)CCN(C)C[C@H]21"	1
"benmoxin"	"C[C@@H](NNC(=O)c1ccccc1)c1ccccc1"	1
"benzobarbital"	"CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O"	1
"benzoclidine"	"O=C(O[C@H]1CN2CCC1CC2)c1ccccc1"	1
"benzoctamine"	"CNC[C@]12CC[C@H](c3ccccc31)c1ccccc12"	1
"benzphetamine (benzfetamine)"	"C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1"	1
"besipirdine"	"CCCN(c1ccncc1)n1ccc2ccccc21"	1
"betamethasone-acetate (dexamethasone-acetate)"	"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"betamethasone-dipropionate (dexamethasone-dipropionate)"	"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"betamethasone-valerate"	"CCCCC(=O)O[C@@]1(C(=O)CO)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"bifemelane"	"CNCCCCOc1ccccc1Cc1ccccc1"	1
"binedaline"	"CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21"	1
"brallobarbital"	"C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O"	1
"brifentanil"	"CCn1nnn(CCN2CC[C@@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O"	1
"brofaromine"	"COc1cc(Br)c2oc(C3CCNCC3)cc2c1"	1
"bromamid"	"CN(C)C(=O)CCNc1ccc(Br)cc1"	1
"bromodiphenhydramine (bromazine)"	"CN(C)CCO[C@@H](c1ccccc1)c1ccc(Br)cc1"	1
"bromopride"	"CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC"	1
"bromperidol-decanoate"	"CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"budesonide"	"CCC[C@H]1O[C@H]2C[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"budipine"	"CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1"	1
"bufenadrine"	"CN(C)CCO[C@@H](c1ccccc1)c1ccccc1C(C)(C)C"	1
"buspirone"	"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"butabarbital (secbutabarbital)"	"CC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O"	1
"butalbital"	"C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O"	1
"butamoxane"	"CCCCNC[C@H]1COc2ccccc2O1"	1
"butriptyline"	"C[C@@H](CC1c2ccccc2CCc2ccccc21)CN(C)C"	1
"carbenzide"	"CCOC(=O)NN[C@H](C)c1ccccc1"	1
"carbocloral"	"CCOC(=O)N[C@H](O)C(Cl)(Cl)Cl"	1
"carbromal"	"CCC(Br)(CC)C(=O)NC(N)=O"	1
"carfentanil"	"CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1"	1
"carpipramine"	"NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1"	1
"cartazolate"	"CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC"	1
"carvotroline"	"Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3"	1
"cericlamine"	"CN(C)[C@@](C)(CO)Cc1ccc(Cl)c(Cl)c1"	1
"chlorcyclizine"	"CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1"	1
"chlorobutanol"	"CC(C)(O)C(Cl)(Cl)Cl"	1
"chloroprednisone"	"C[C@@]12C=CC(=O)C=C1[C@H](Cl)C[C@@H]1[C@H]2C(=O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"chloroserpidine"	"COC(=O)[C@@H]1[C@@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"	1
"chlorphenesin-carbamate"	"NC(=O)OC[C@H](O)COc1ccc(Cl)cc1"	1
"chlorphenoxamine"	"CN(C)CCO[C@@](C)(c1ccccc1)c1ccc(Cl)cc1"	1
"chlorpromazine"	"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21"	1
"chlorprothixene"	"CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21"	1
"chlorthenoxazine"	"O=C1N[C@H](CCCl)Oc2ccccc21"	1
"cianopramine"	"CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21"	1
"ciclazindol"	"O[C@]1(c2ccccc2Cl)C2=NCCCN2c2ccccc21"	1
"ciclopramine"	"CN[C@H]1CCN2c3ccccc3CCc3cccc1c32"	1
"ciladopa"	"COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC"	1
"cinfenine"	"CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1"	1
"cinitapride"	"CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(C[C@@H]2CC=CCC2)CC1"	1
"cinperene"	"O=C1CC[C@@](c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1"	1
"cinromide"	"CCNC(=O)C=Cc1cccc(Br)c1"	1
"cintriamide (cintramide)"	"COc1cc(C=CC(N)=O)cc(OC)c1OC"	1
"cinuperone"	"O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1"	1
"citalopram"	"CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21"	1
"citenamide"	"NC(=O)C1c2ccccc2C=Cc2ccccc21"	1
"clazolam"	"CN1C(=O)CN2CCc3ccccc3[C@H]2c2cc(Cl)ccc21"	1
"clemeprol"	"CN(C)C[C@H](O)[C@@H](c1ccccc1)c1cccc(Cl)c1"	1
"climazolam"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	1
"clobetasol"	"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CCl"	1
"clobetasol-propionate"	"CCC(=O)O[C@@]1(C(=O)CCl)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"clofexamide"	"CCN(CC)CCNC(=O)COc1ccc(Cl)cc1"	1
"clomacran"	"CN(C)CCC[C@H]1c2ccccc2Nc2ccc(Cl)cc21"	1
"clomipramine"	"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21"	1
"clonazepam"	"O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1"	1
"clopipazan"	"CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1"	1
"clothiapine (clotiapine)"	"CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"clovoxamine"	"COCCCC/C(=N/OCCN)c1ccc(Cl)cc1"	1
"cloxazolam"	"O=C1CN2CCO[C@@]2(c2ccccc2Cl)c2cc(Cl)ccc2N1"	1
"cloxypendyl"	"OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1"	1
"codeine"	"COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]341"	1
"cormethasoneacetate (cormetasone-acetate)"	"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CC(F)(F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"cortisone"	"C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]2C(=O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"cropropamide"	"CC=CC(=O)N(CCC)[C@@H](CC)C(=O)N(C)C"	1
"cyamemazine"	"C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21"	1
"cyclazodone"	"O=C1N=C(NC2CC2)O[C@H]1c1ccccc1"	1
"cyclopropane"	"C1CC1"	1
"cypenamine"	"N[C@H]1CCC[C@H]1c1ccccc1"	1
"cyprazepam"	"[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1"	1
"dabelotine"	"CN1CCCc2cccc(OC[C@H]3CNCCO3)c21"	1
"daledalin"	"CNCCC[C@@]1(C)CN(c2ccccc2)c2ccccc21"	1
"damotepine"	"CN(C)CC1=Cc2ccccc2Sc2ccccc21"	1
"danitracen"	"CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1"	1
"dapoxetine"	"CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1"	1
"darvon (dextropropoxyphene and levopropoxyphene)"	"CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C"	1
"dazepinil"	"CC1=Nc2ccccc2C[C@@H](c2ccccc2)N1C"	1
"declenperone"	"O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1"	1
"deflazacort"	"CC(=O)OCC(=O)[C@@]12N=C(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C"	1
"delergotrile"	"CN1C[C@@H](CC#N)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21"	1
"delorazepam"	"O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1"	1
"demexiptiline"	"CNCCON=c1c2ccccc2ccc2ccccc12"	1
"denzimol"	"O[C@@H](Cn1ccnc1)c1ccc(CCc2ccccc2)cc1"	1
"depramine"	"CN(C)CCCN1c2ccccc2C=Cc2ccccc21"	1
"desflurane"	"FC(F)O[C@H](F)C(F)(F)F"	1
"desipramine"	"CNCCCN1c2ccccc2CCc2ccccc21"	1
"desomorphine"	"CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2CCC[C@@H]3[C@@H]1C5"	1
"dexclamol"	"CC(C)[C@@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1"	1
"dextromethorphan (levomethorphan and racemethorphan)"	"COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3"	1
"dextromoramide (levomoramide and racemoramide)"	"C[C@@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1"	1
"dezinamide"	"NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1"	1
"dezocine"	"C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N"	1
"diacetylnalorphine"	"C=CCN1CC[C@@]23c4c5ccc(OC(C)=O)c4O[C@@H]2[C@@H](OC(C)=O)C=C[C@H]3[C@H]1C5"	1
"diazepam"	"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21"	1
"dibenzepin"	"CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21"	1
"dicarbine"	"Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2"	1
"dichlormezanone"	"CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)c(Cl)c1"	1
"diclofensine"	"COc1ccc2c(c1)CN(C)C[C@H]2c1ccc(Cl)c(Cl)c1"	1
"diethazine"	"CCN(CC)CCN1c2ccccc2Sc2ccccc21"	1
"diethylether"	"CCOCC"	1
"difencloxazine"	"Clc1ccc([C@@H](OCCN2CCOCC2)c2ccccc2)cc1"	1
