Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
CHEMBL267959,C[C@H](C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,permeability,'>',10000000.0,cm/s,CHEMBL897907,Permeability across artificial membrane by PAMPA,A,BAO_0000019,assay format,CHEMBL1137506,Scientific Literature,Bioorg Med Chem Lett,2007.0
CHEMBL437555,CCOC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,permeability,'=',25.0,nm/s,CHEMBL897896,Permeability across Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1149671,Scientific Literature,Bioorg Med Chem Lett,2007.0
CHEMBL394129,CC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,permeability,'<',15.0,nm/s,CHEMBL897896,Permeability across Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1149671,Scientific Literature,Bioorg Med Chem Lett,2007.0
CHEMBL401454,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,permeability,'=',1.2,10^-6 cm/s,CHEMBL897361,Permeability across Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1148859,Scientific Literature,Bioorg Med Chem Lett,2007.0
CHEMBL4086524,O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(Cc2ccccc2)CC1,permeability,'=',670.0,10'-6 cm/s,CHEMBL4222546,Permeability of the compound at 10 uM by PAMPA,A,BAO_0000019,assay format,CHEMBL4219151,Scientific Literature,J Med Chem,2018.0
CHEMBL4099097,CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1,permeability,'=',1400.0,10'-6 cm/s,CHEMBL4222546,Permeability of the compound at 10 uM by PAMPA,A,BAO_0000019,assay format,CHEMBL4219151,Scientific Literature,J Med Chem,2018.0
CHEMBL1210028,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1C,permeability,'=',2.94,10'-6 cm/s,CHEMBL1212339,Membrane permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL1208708,Scientific Literature,Bioorg Med Chem Lett,2010.0
CHEMBL1938433,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccccc3)CC1)O2)NO,permeability,'=',56.0,nm/s,CHEMBL2395028,Permeability from apical to basolateral side across human Caco2 cells after 2 hrs by LC-MS analysis,A,BAO_0000219,cell-based format,CHEMBL2390828,Scientific Literature,Eur J Med Chem,2013.0
CHEMBL3634749,O=c1ccc(-c2ccc(OCc3ccc4ccccc4n3)cc2)c(-c2ccc(F)cc2F)[nH]1,permeability,'=',2.9,ucm/s,CHEMBL3636191,Permeability of the compound at 50 uM after 4 hrs by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3632475,Scientific Literature,J Med Chem,2015.0
CHEMBL2419688,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,permeability,'=',6.99,ucm/s,CHEMBL2421447,Permeability of the compound at 1 mg/ml after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL2417380,Scientific Literature,Eur J Med Chem,2013.0
CHEMBL2419686,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,permeability,'=',8.52,ucm/s,CHEMBL2421447,Permeability of the compound at 1 mg/ml after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL2417380,Scientific Literature,Eur J Med Chem,2013.0
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,permeability,'=',5.0,ucm/s,CHEMBL1943846,Permeability of the compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL1938277,Scientific Literature,Eur J Med Chem,2011.0
CHEMBL2391794,CNC(=O)c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,permeability,'=',8.1,ucm/s,CHEMBL2396020,Permeability across human Caco2 cell membrane,A,BAO_0000219,cell-based format,CHEMBL2390895,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL486698,Cl.Nc1c2c(nc3cc(Cl)ccc13)CCCC2,permeability,'=',19.8,10'-6 cm/s,CHEMBL1052384,Membrane permeability dissolved in PBS/EtOH (80:20) mixture by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL1152433,Scientific Literature,J Med Chem,2009.0
CHEMBL3623818,CC(C)OC(=O)OCOc1c2c(c3n(c1=O)[C@@]1(CC[C@H]4C[C@H]41)N(C[C@H](C)O)C3=O)CCN(Cc1ccc(F)c(Cl)c1)C2=O,permeability,'=',26.7,ucm/s,CHEMBL3625984,Permeability in LLC-PK1 cells at 1 uM incubated for 3 hrs by LC-MS/MS method,A,BAO_0000219,cell-based format,CHEMBL3621084,Scientific Literature,J Med Chem,2015.0
CHEMBL1751,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,permeability,'=',2.98,10'-7 cm/s,CHEMBL3531628,Permeability across apical to basolateral side in MDCK2-MDR1 cells at 2 uM,A,BAO_0000219,cell-based format,CHEMBL3525935,Scientific Literature,Drug Metab Dispos,2012.0
CHEMBL3354236,CC(C)N1CCC(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)CC1,permeability,'>',30.0,10'-6 cm/s,CHEMBL3386291,Permeability of the compound at pH 6.5 after 2 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL3352753,Scientific Literature,Bioorg Med Chem,2014.0
CHEMBL3322328,CC(C)c1ccc(C[C@H](C)C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,permeability,'=',98.7,nm/s,CHEMBL3378747,Permeability in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3352414,Scientific Literature,Bioorg Med Chem,2014.0
CHEMBL1258247,CCCCC/C=C/c1c(C)[nH]c2cc(OC)c(Cl)cc2c1=O,permeability,'=',279.9,10'-6 cm/s,CHEMBL1261031,Passive transcellular permeability of the compound at pH 4 by PAMPA,A,BAO_0000019,assay format,CHEMBL1255199,Scientific Literature,J Med Chem,2010.0
CHEMBL1257902,COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1F,permeability,'=',124.0,10'-6 cm/s,CHEMBL1261030,Passive transcellular permeability of the compound at pH 7.4 by PAMPA,A,BAO_0000019,assay format,CHEMBL1255199,Scientific Literature,J Med Chem,2010.0
CHEMBL3261044,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12,permeability,'=',8.0,ucm/s,CHEMBL3267719,Permeability across human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3259716,Scientific Literature,Bioorg Med Chem Lett,2014.0
CHEMBL3909009,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,permeability,'=',200.0,nm/s,CHEMBL3854661,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL3853316,Scientific Literature,J Med Chem,2016.0
CHEMBL3978562,CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,permeability,'=',3.0,nm/s,CHEMBL3854661,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL3853316,Scientific Literature,J Med Chem,2016.0
CHEMBL3623482,CNC(=O)C1=Cc2ccccc2S(=O)(=O)N1C,permeability,'=',5.9,10'-6 cm/s,CHEMBL3625612,Permeability of compound at pH 5.0 by PAMPA assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3621075,Scientific Literature,Bioorg Med Chem Lett,2015.0
CHEMBL3634940,Cc1ccccc1NC(=O)c1ccc2c(C(=O)O)ccc(O)c2n1,permeability,'=',3.9,ucm/s,CHEMBL3637355,Permeability of the compound at 10 mM after 4 hrs by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3632538,Scientific Literature,Eur J Med Chem,2015.0
CHEMBL3634947,O=C(Nc1nc2ccccc2[nH]1)c1ccc2c(C(=O)O)ccc(O)c2n1,permeability,'=',6.7,ucm/s,CHEMBL3637355,Permeability of the compound at 10 mM after 4 hrs by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3632538,Scientific Literature,Eur J Med Chem,2015.0
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,permeability,'=',2.6,ml/min,CHEMBL3541299,Permeability surface area product in perfused liver of high-fat emulsion-induced nonalcoholic steatohepatitis Wistar rat assessed per gm of liver at 4 mM after 10 mins,A,BAO_0000019,assay format,CHEMBL3526036,Scientific Literature,Drug Metab Dispos,2011.0
CHEMBL1084647,CC(=O)O.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,permeability,'=',34.0,nm/s,CHEMBL1119466,Permeability across MDR1-expressing MDCK2 cells at 3 uM in presence of p-glycoprotein inhibitor,A,BAO_0000219,cell-based format,CHEMBL1155518,Scientific Literature,J Med Chem,2010.0
CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,permeability,'=',10.0,%,CHEMBL1108199,Permeability in human Caco-2 cells assessed as passive diffusion after 3 hrs by HPLC,A,BAO_0000219,cell-based format,CHEMBL1157931,Scientific Literature,Bioorg Med Chem,2010.0
CHEMBL1095671,CCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,permeability,'=',10.0,%,CHEMBL1108199,Permeability in human Caco-2 cells assessed as passive diffusion after 3 hrs by HPLC,A,BAO_0000219,cell-based format,CHEMBL1157931,Scientific Literature,Bioorg Med Chem,2010.0
CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,permeability,'=',10.0,%,CHEMBL1108199,Permeability in human Caco-2 cells assessed as passive diffusion after 3 hrs by HPLC,A,BAO_0000219,cell-based format,CHEMBL1157931,Scientific Literature,Bioorg Med Chem,2010.0
CHEMBL4094158,CS(=O)(=O)N1CCO[C@H](c2csc(-c3cc(N4CCOCC4)ccc3NC(=O)c3ncc[nH]3)n2)C1,permeability,'=',184.0,nm/s,CHEMBL4001913,Permeability of the compound by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL4000232,Scientific Literature,Bioorg Med Chem Lett,2017.0
CHEMBL3735720,CC(C)(C#N)n1nnc2c1CCC(c1nc(-c3ccc(F)cc3)no1)C2,permeability,'=',43.0,10'-6/cm,CHEMBL3738335,Permeability from apical to basolateral side in MDCK cells at 1 uM,A,BAO_0000219,cell-based format,CHEMBL3734684,Scientific Literature,Bioorg Med Chem Lett,2015.0
CHEMBL2401760,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cnc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,permeability,'=',0.2,ucm/s,CHEMBL2406253,Permeability of the compound in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL2401651,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL4060711,COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3nc(C)ccc13)C2=O,permeability,'=',0.13,ucm/s,CHEMBL3997636,Permeability in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL3994673,Scientific Literature,ACS Med Chem Lett,2017.0
CHEMBL4061176,O=C1/C(=C/c2c[nH]c3nc(Cl)ccc23)Oc2c1ccc(O)c2CN1CCNCC1,permeability,'=',1.7,ucm/s,CHEMBL3997636,Permeability in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL3994673,Scientific Literature,ACS Med Chem Lett,2017.0
CHEMBL4062256,COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3nc(Cl)ccc13)C2=O,permeability,'=',0.31,ucm/s,CHEMBL3997636,Permeability in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL3994673,Scientific Literature,ACS Med Chem Lett,2017.0
CHEMBL2403727,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,permeability,'=',12.0,ucm/s,CHEMBL2404550,Permeability of the compound from apical to basolateral side in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL2401691,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL415247,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,permeability,'=',11.0,%,CHEMBL3614619,Permeability from apical to basolateral side in MDCK cells expressing human MDR1 at 10 uM after 1 hr by chromatography analysis,A,BAO_0000219,cell-based format,CHEMBL3612054,Scientific Literature,Bioorg Med Chem,2015.0
CHEMBL4072270,CC1=CCC[C@H]1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)[C@@H]2CC[C@@H](O)C2)c1O,permeability,'=',72.0,nm/s,CHEMBL4037527,Passive permeability in MDCK2-MDR1 cells transduced with BacMam2-BCRP at 3 uM after 90 mins by Transwell assay,A,BAO_0000219,cell-based format,CHEMBL4033786,Scientific Literature,J Med Chem,2018.0
CHEMBL2401898,C/C=C/C(=O)Nc1cccc(-c2nc3ccccc3s2)c1,permeability,'=',1641.0,ucm/s,CHEMBL2405174,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL2401723,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2401905,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cnccc1Cl,permeability,'=',732.0,ucm/s,CHEMBL2405174,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL2401723,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2401902,O=C(CCl)Nc1cccc(-c2nc3ccccc3s2)c1,permeability,'=',660.0,ucm/s,CHEMBL2405174,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL2401723,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2401908,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccnc(Cl)c1,permeability,'=',478.0,ucm/s,CHEMBL2405174,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL2401723,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL4065068,COc1ccc2c(c1)C(=O)N(C[C@@]1(c3cc4ncccc4o3)NC(=O)NC1=O)C2,permeability,'=',12.0,nm/s,CHEMBL4022534,Permeability from apical side to basolateral side in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL4020802,Scientific Literature,Bioorg Med Chem Lett,2017.0
CHEMBL3086257,C=CCNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(CC=C)cc1)C(C)(C)C,permeability,'=',44.0,ucm/s,CHEMBL3088977,Permeability of the compound across human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3085680,Scientific Literature,J Med Chem,2013.0
CHEMBL3086256,C=CCNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(CC=C)cc1)C(C)C,permeability,'=',44.0,ucm/s,CHEMBL3088977,Permeability of the compound across human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3085680,Scientific Literature,J Med Chem,2013.0
CHEMBL3086255,C=CCNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(C=C)cc1)C(C)(C)C,permeability,'=',45.0,ucm/s,CHEMBL3088977,Permeability of the compound across human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3085680,Scientific Literature,J Med Chem,2013.0
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,permeability,'=',1.9,ucm/s,CHEMBL3094590,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL3091317,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,'=',17.0,ucm/s,CHEMBL3094590,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL3091317,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,permeability,'=',0.65,ucm/s,CHEMBL3094591,Permeability of the compound at 100 mg/mL after 10 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL3091317,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,'=',22.3,ucm/s,CHEMBL3094591,Permeability of the compound at 100 mg/mL after 10 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL3091317,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL2375958,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cn1,permeability,'=',4.58,ucm/s,CHEMBL2379601,Permeability across dog RRCK cells,A,BAO_0000219,cell-based format,CHEMBL2375270,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2375963,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cc1F,permeability,'=',26.2,ucm/s,CHEMBL2379601,Permeability across dog RRCK cells,A,BAO_0000219,cell-based format,CHEMBL2375270,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2375965,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](OCO)CC1,permeability,'=',19.7,ucm/s,CHEMBL2379601,Permeability across dog RRCK cells,A,BAO_0000219,cell-based format,CHEMBL2375270,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL462360,CC1(CC(=O)NCCNc2ccnc3cc(Cl)ccc23)CC2(CCCCC2)OO1,permeability,'=',66.0,10'-6 cm/s,CHEMBL1045195,Membrane permeability at 25 mM at pH 6.5 to 7.4 after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL1156001,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL604908,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,permeability,'=',0.2,10'-6 cm/s,CHEMBL1065054,Membrane permeability at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL1157610,Scientific Literature,J Med Chem,2010.0
CHEMBL604303,O=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,permeability,'=',0.0,10'-6 cm/s,CHEMBL1065054,Membrane permeability at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL1157610,Scientific Literature,J Med Chem,2010.0
CHEMBL599667,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1cccs1,permeability,'=',2.4,10'-6 cm/s,CHEMBL1065054,Membrane permeability at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL1157610,Scientific Literature,J Med Chem,2010.0
CHEMBL2419499,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,permeability,'=',6.0,ucm/s,CHEMBL2424026,Permeability across apical to basolateral side in human Caco2 cells by LC/MS analysis,A,BAO_0000219,cell-based format,CHEMBL2417494,Scientific Literature,J Med Chem,2013.0
CHEMBL2414575,CC(=O)Oc1ccc(/C=C/S(=O)(=O)NCCc2ccccc2)cc1OC(C)=O,permeability,'=',10.1,ucm/s,CHEMBL2415138,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL2412958,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL2414573,CN(CCc1ccccc1)S(=O)(=O)/C=C/c1ccc(O)c(O)c1,permeability,'=',4.8,ucm/s,CHEMBL2415138,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL2412958,Scientific Literature,Bioorg Med Chem,2013.0
CHEMBL121893,CCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,permeability,'=',2130.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL551962,CCCCCCOc1cc(Cl)c(C(=O)CCN2CC2C)c(Cl)c1,permeability,'>',1.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL563804,CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(C(C)=O)CC2)cc1Cl,permeability,'=',1010.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL572348,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1Cl,permeability,'=',1020.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL552105,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1SC,permeability,'=',1270.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL551046,CCCCCCOc1ccc(C(=O)CCN2C(=O)CCC2=O)cc1,permeability,'=',1300.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL2375964,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cn1,permeability,'=',30.3,ucm/s,CHEMBL2379601,Permeability across dog RRCK cells,A,BAO_0000219,cell-based format,CHEMBL2375270,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2397415,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,permeability,'=',16.0,nm/s,CHEMBL2400614,Permeability from basolateral to apical side of human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL2396632,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL2403320,CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,permeability,'=',19.0,ucm/s,CHEMBL2405382,Permeability across apical to basolateral side in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL2401666,Scientific Literature,Bioorg Med Chem Lett,2013.0
CHEMBL1644612,N#Cc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ncccc2C#N)c1,permeability,'=',402.0,nm/s,CHEMBL1647637,Permeability from apical to basolateral side of human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL1641536,Scientific Literature,Bioorg Med Chem Lett,2011.0
CHEMBL551791,CCCCCCOc1ccc(C(=O)CCN(C)C)c(Br)c1,permeability,'=',80.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL561569,CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN(C)C)cc1Cl,permeability,'=',90.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL551244,CCN1CCC(Cc2ccc(C(=O)CCN(C)C)cc2)CC1,permeability,'=',140.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL559522,CCCCCCSc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1Cl,permeability,'=',170.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL562251,CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CC2C)c(Cl)c1Cl,permeability,'=',440.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL550758,CCCCCCOc1cc(Cl)c(C(=O)CCN(C)C)c(Cl)c1,permeability,'=',700.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL560512,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1-c1ccccc1,permeability,'=',830.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL557905,CCCCCCOc1ccc(C(=O)CCN(C)C)c(S(C)(=O)=O)c1,permeability,'=',850.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL570776,CCCCCCOc1ccc(C(=O)CCN2CC2C)c(Cl)c1,permeability,'=',870.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
CHEMBL563943,CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CC2C)c(Cl)c1,permeability,'=',980.0,10'-6 cm/s,CHEMBL1034536,Permeability at pH 7.4 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1151935,Scientific Literature,J Med Chem,2009.0
