Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment,Concentration/Dosage Levels,Temperature Range,Time Duration,Metabolic Activation Presence,Cell/Tissue Type or Organism Used,Ames experiment
CHEMBL1824703,CC(C)[C@H](NC(=O)CBr)C(=O)NCc1ccc(Nc2cc(-c3ccccc3)nc3c(C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)cccc23)cc1,Activity,,,,CHEMBL1828408,Binding affinity to thiol-bearing RNA2 aptamer assessed as RNA2-compound conjugate formation at 1 uM after 1 hr by MALDI-MS analysis in presence of complementary DNA,B,BAO_0000225,nucleic acid format,CHEMBL1821595,Scientific Literature,Bioorg Med Chem Lett,2011.0,Not Active,,,,,,
CHEMBL503164,O=C(O)c1cnc2sccc2c1Nc1cccc([N+](=O)[O-])c1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Pseudomonas aeruginosa,False
CHEMBL452554,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc(F)cc1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Pseudomonas aeruginosa,False
CHEMBL487644,Cc1cccc(Nc2c(C(=O)O)cnc3c2cnn3-c2ccccc2)c1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Pseudomonas aeruginosa,False
CHEMBL487474,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(Br)c1,Activity,,,,CHEMBL966970,Antibacterial activity against drug-resistant Serratia marcescens clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Serratia marcescens,False
CHEMBL452300,COc1ccc(Nc2c(C(=O)O)cnc3c2cnn3-c2ccccc2)cc1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
CHEMBL452061,O=C(O)c1cnc2sccc2c1Nc1cccc(Br)c1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Pseudomonas aeruginosa,False
CHEMBL452553,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc([N+](=O)[O-])cc1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Pseudomonas aeruginosa,False
CHEMBL4213486,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,Activity,,,,CHEMBL4195240,Mutagenicity in Salmonella typhimurium TA98 up to 5 mg/plate preincubated for 20 mins followed by top agar addition measured after 48 hrs in presence of Sprague-Dawley rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4190390,Scientific Literature,J Med Chem,2018.0,Non-Toxic,,,,,,
CHEMBL2409518,COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(O)C(O)C(=O)O,Activity,,,,CHEMBL2412348,Genotoxicity in Salmonella typhimurium TA1537 up to 3 x 10'5 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL2407064,Scientific Literature,J Med Chem,2013.0,Non-toxic,,,,,,
CHEMBL2409627,COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(F)(F)F,Activity,,,,CHEMBL2412353,Genotoxicity in Salmonella typhimurium TA98 at 5 to 100 uM by Ames test in presence of liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2407064,Scientific Literature,J Med Chem,2013.0,Non-toxic,,,,,,
CHEMBL2409627,COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(F)(F)F,Activity,,,,CHEMBL2412355,Genotoxicity in Salmonella typhimurium TA1535 at 5 to 100 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL2407064,Scientific Literature,J Med Chem,2013.0,Non-toxic,,,,,,
CHEMBL4174909,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,Activity,,,,CHEMBL4150484,Mutagenicity in Salmonella typhimurium TA97 at 0.5 to 500 ug/plate after 72 hrs in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0,Toxic,0.5 to 500 ug/plate,,after 72 hrs,presence of S9 fraction,Salmonella typhimurium TA97,True
CHEMBL4250806,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,Activity,,,,CHEMBL4231220,Induction of membrane permeabilization in calcein loaded LPS/PC/PG large unilamellar vesicles assessed as calcein leakage after 15 mins by fluorescence assay,B,BAO_0000019,assay format,CHEMBL4229350,Scientific Literature,Eur J Med Chem,2018.0,Dose-dependent effect,,,after 15 mins,,LPS/PC/PG large unilamellar vesicles,False
CHEMBL4437833,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,Activity,,,,CHEMBL4310952,Genotoxicity in Salmonella typhimurium TA100 after 96 hrs in absence of rat liver S9 fraction by spectrophotometric method,T,BAO_0000019,assay format,CHEMBL4308884,Scientific Literature,Bioorg Med Chem Lett,2019.0,Non-Toxic,,,,,,
CHEMBL4437833,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,Activity,,,,CHEMBL4310951,Genotoxicity in Salmonella typhimurium TA98 after 96 hrs in absence of rat liver S9 fraction by spectrophotometric method,T,BAO_0000019,assay format,CHEMBL4308884,Scientific Literature,Bioorg Med Chem Lett,2019.0,Non-Toxic,,,,,,
CHEMBL4437833,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,Activity,,,,CHEMBL4310949,Genotoxicity in Salmonella typhimurium TA1535 after 96 hrs in absence of rat liver S9 fraction by spectrophotometric method,T,BAO_0000019,assay format,CHEMBL4308884,Scientific Literature,Bioorg Med Chem Lett,2019.0,Non-Toxic,,,,,,
CHEMBL4437833,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,Activity,,,,CHEMBL4310946,Genotoxicity in Salmonella typhimurium TA1537 after 96 hrs in presence of rat liver S9 fraction by spectrophotometric method,T,BAO_0000220,subcellular format,CHEMBL4308884,Scientific Literature,Bioorg Med Chem Lett,2019.0,Non-Toxic,,,,,,
CHEMBL4456445,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,Activity,,,,CHEMBL4310945,Genotoxicity in Salmonella typhimurium TA1535 after 96 hrs in presence of rat liver S9 fraction by spectrophotometric method,T,BAO_0000220,subcellular format,CHEMBL4308884,Scientific Literature,Bioorg Med Chem Lett,2019.0,Non-Toxic,,,,,,
CHEMBL4461925,Nc1n[nH]c(N2CCC(N3CCOC[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,Activity,,,,CHEMBL4312801,Genotoxicity in Salmonella typhimurium,T,BAO_0000019,assay format,CHEMBL4311945,Scientific Literature,J Med Chem,2019.0,Non-Toxic,,,,,Salmonella typhimurium,False
CHEMBL1643308,Nc1ccccc1NC(=O)/C=C/c1ccc(C(NCCN2CCOCC2)C(=O)Nc2ccc(C(F)(F)F)cc2)cc1,Activity,,,,CHEMBL1647015,Induction of endogenous p21 level in human HCT116 cells after 24 hrs,F,BAO_0000219,cell-based format,CHEMBL1641604,Scientific Literature,Bioorg Med Chem Lett,2011.0,Dose-dependent effect,,,,,,
CHEMBL571513,S=c1[nH]nc(-c2ccncc2)o1,Activity,,,,CHEMBL1949369,Antiameobic activity against Entamoeba histolytica HM-1:IMSS after 72 hrs using trypan blue staining method,F,BAO_0000218,organism-based format,CHEMBL1944623,Scientific Literature,Eur J Med Chem,2012.0,Dose-dependent effect,,,after 72 hrs,,Entamoeba histolytica HM-1:IMSS,False
CHEMBL221545,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3cc(OC)c(OC)c(OC)c3)C[C@@]21C,Activity,,,,CHEMBL909043,Activity at GR expressed in CHO cells assessed as decrease in dexamethasone-stimulated alkaline phosphatase production by GRAF assay,B,BAO_0000219,cell-based format,CHEMBL1145292,Scientific Literature,Bioorg Med Chem Lett,2006.0,Not Determined,,,,,CHO cells,False
CHEMBL3245335,CCN(CC)CCc1ccc(O)c(O)c1,Activity,,,,CHEMBL3257342,Induction of circling behaviour in Sprague-Dawley rat administered into caudate putamen in presence of cyproheptadine,F,BAO_0000218,organism-based format,CHEMBL3244265,Scientific Literature,J Med Chem,1978.0,Active,,,,,Cunninghamella bertholletiae infected neutropenic OF1 mouse,False
CHEMBL3113789,O=C(/N=N/c1ccc([N+](=O)[O-])cc1)Nc1ccccc1,Activity,,,,CHEMBL3116782,Genotoxicity in Salmonella typhimurium Cytox (pr1) expressing lux operon assessed as activation of SOS operon at 0.1 to 10 ug/ml measured for 4 hrs with 5 mins interval by vitotox assay in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3112428,Scientific Literature,Eur J Med Chem,2014.0,Non-toxic,0.1 to 10 ug/ml,,measured for 4 hrs,absence of S9 fraction,Salmonella typhimurium Cytox (pr1) expressing lux operon,True
CHEMBL3113789,O=C(/N=N/c1ccc([N+](=O)[O-])cc1)Nc1ccccc1,Activity,,,,CHEMBL3116783,Genotoxicity in Salmonella typhimurium T104 expressing lux operon assessed as activation of SOS operon at 0.1 to 10 ug/ml measured for 4 hrs with 5 mins interval by vitotox assay in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3112428,Scientific Literature,Eur J Med Chem,2014.0,Non-toxic,0.1 to 10 ug/ml,,measured for 4 hrs with 5 mins interval,presence of S9 fraction,Salmonella typhimurium T104,False
CHEMBL455477,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,Activity,,,,CHEMBL3122637,Antimutagenic activity against PhIP-induced Salmonella typhimurium TA98 mutagenesis assessed as reduction in His+ revertants after 48 hrs by microscopy in presence of S9 liver homogenate,F,BAO_0000218,organism-based format,CHEMBL3120111,Scientific Literature,J Nat Prod,2013.0,Active,,,,,Salmonella Typhimurium TA100,False
CHEMBL455477,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,Activity,,,,CHEMBL3122641,Antimutagenic activity against aflatoxin B1-induced Salmonella typhimurium TA98 mutagenesis preincubated at 0.01 to 10 umol/plate for 25 mins by Ames test in presence of S9 liver homogenate relative to control,F,BAO_0000218,organism-based format,CHEMBL3120111,Scientific Literature,J Nat Prod,2013.0,Not Active,0.01 to 10 umol/plate,,for 25 mins,presence of S9 liver homogenate,Salmonella typhimurium TA98,True
CHEMBL504880,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c2C)NC1=O,Activity,,,,CHEMBL3122641,Antimutagenic activity against aflatoxin B1-induced Salmonella typhimurium TA98 mutagenesis preincubated at 0.01 to 10 umol/plate for 25 mins by Ames test in presence of S9 liver homogenate relative to control,F,BAO_0000218,organism-based format,CHEMBL3120111,Scientific Literature,J Nat Prod,2013.0,Not Active,0.01 to 10 umol/plate,,for 25 mins,presence of S9 liver homogenate,Salmonella typhimurium TA98,True
CHEMBL2262119,Cc1c(/N=C/c2ccccc2O)c(=O)n(-c2ccccc2)n1C,Activity,,,,CHEMBL3055683,Mutagenic activity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045543,Scientific Literature,Med Chem Res,2012.0,Toxic,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,False
CHEMBL3099720,CC1(C)OC(=O)N(c2ccc(-c3cnc(N)c(-c4ncccn4)c3)cc2)[C@H]1c1ccccc1,Activity,,,,CHEMBL3101871,Genotoxicity in Salmonella typhimurium by microAmes assay,T,BAO_0000218,organism-based format,CHEMBL3098003,Scientific Literature,ACS Med Chem Lett,2013.0,Toxic,,,,,,
CHEMBL3099720,CC1(C)OC(=O)N(c2ccc(-c3cnc(N)c(-c4ncccn4)c3)cc2)[C@H]1c1ccccc1,Activity,,,,CHEMBL3101873,Genotoxicity in Salmonella typhimurium by microAmes assay in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3098003,Scientific Literature,ACS Med Chem Lett,2013.0,Toxic,,,,presence of S9 fraction,Salmonella Typhimurium TA98,True
CHEMBL3277798,CCCCCCCCCCCC(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](Nc2ncnc3[nH]cnc23)O[C@H]1CO,Activity,,,,CHEMBL3279015,Mutagenicity in Salmonella typhimurium TA1538 by Ames test,T,BAO_0000218,organism-based format,CHEMBL3272326,Scientific Literature,J Med Chem,1977.0,Non-toxic,,,,,Salmonella typhimurium TA1538,True
CHEMBL3278286,CCCCC(=O)O[C@]1(C(=O)CCl)[C@H](OC)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Activity,,,,CHEMBL3286054,Vasoconstrictor activity in human relative to betamethasone valerate,F,BAO_0000218,organism-based format,CHEMBL3272178,Scientific Literature,J Med Chem,1976.0,Not Active,,,,,human,False
CHEMBL3278286,CCCCC(=O)O[C@]1(C(=O)CCl)[C@H](OC)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Activity,,,,CHEMBL3286055,Skin stripping in human by stripped-skin assay relative to betamethasone valerate,F,BAO_0000218,organism-based format,CHEMBL3272178,Scientific Literature,J Med Chem,1976.0,Not Active,,,,,human skin,True
CHEMBL3278287,CO[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)CCl,Activity,,,,CHEMBL3286055,Skin stripping in human by stripped-skin assay relative to betamethasone valerate,F,BAO_0000218,organism-based format,CHEMBL3272178,Scientific Literature,J Med Chem,1976.0,Not Active,,,,,human skin,True
CHEMBL131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Activity,,,,CHEMBL3122489,"Antiinflammatory activity in Lewis rat collagen-induced arthritis model assessed as reduction in ankle diameter at 10 mg/kg, po administered for 15 days measured during compound dosing",F,BAO_0000218,organism-based format,CHEMBL3120138,Scientific Literature,J Med Chem,2014.0,Active,,,,,,
CHEMBL1159662,O[C@@H]1[C@H](O)[C@H](O)CO[C@H]1O,Activity,,,,CHEMBL2211239,Binding affinity to Streptomyces avidinii streptavidin at 4 mM using dye labeled Streptavidin binding aptamer by fluorescence spectral analysis method,B,BAO_0000357,single protein format,CHEMBL2202973,Scientific Literature,Bioorg Med Chem Lett,2012.0,Not Active,4 mM,,,,Streptomyces avidinii,False
CHEMBL2207342,Cc1nc2cc(NC(=O)N3CCN(Cc4cccc(Oc5ccc(Cl)cc5)c4)CC3)ccc2o1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic,,,,S9 fractions,Salmonella typhimurium TA98,True
CHEMBL2207347,O=C(Nc1noc2ncccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211370,Genotoxicity in Salmonella typhimurium TAMix by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,S9 fractions,Salmonella typhimurium TAMix,True
CHEMBL2207346,O=C(Nc1noc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,S9 fractions,Salmonella typhimurium TA98,True
CHEMBL2207364,O=C(Nc1ccon1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,S9 fractions,Salmonella typhimurium TA98,True
CHEMBL2207362,O=C(Nc1cc[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211370,Genotoxicity in Salmonella typhimurium TAMix by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,S9 fractions,Salmonella typhimurium TAMix,True
CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,Activity,,,,CHEMBL3130142,"Toxicity in HCV genotype 1-infected patient assessed as effect on appetite at 500 to 1000 mg, po bid for 5 days followed by morning dose on day 6",T,BAO_0000218,organism-based format,CHEMBL3124872,Scientific Literature,J Med Chem,2014.0,Non-toxic,,,,,,
CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,Activity,,,,CHEMBL3130157,Antiviral activity against Hepatitis C virus genotype 1b infected in human HuH7 assessed as suppression of formation of resistant colonies at 1.5 uM preincubated for 2 weeks followed by 3 week rebound phase by RT-PCR analysis,F,BAO_0000218,organism-based format,CHEMBL3124872,Scientific Literature,J Med Chem,2014.0,Active,,,,,,
CHEMBL1945274,Cc1ccc(/C=N/NC(=O)c2ccncc2)cc1,Activity,,,,CHEMBL1949369,Antiameobic activity against Entamoeba histolytica HM-1:IMSS after 72 hrs using trypan blue staining method,F,BAO_0000218,organism-based format,CHEMBL1944623,Scientific Literature,Eur J Med Chem,2012.0,Dose-dependent effect,,,after 72 hrs,,Entamoeba histolytica HM-1:IMSS,False
CHEMBL3752642,COc1cc(C(C(=O)NC2CCCCC2)N(C(=O)Cc2c[nH]c3ccccc23)c2ccc(C(C)C)cc2)cc(OC)c1OC,Activity,,,,CHEMBL3757010,Antiviral activity against HCV genotype 1b Con1 infected in human Huh7.5 cells assessed as stimulation of STAT2 expression at 2 uM incubated up to 96 hrs by Western blot analysis,F,BAO_0000218,organism-based format,CHEMBL3751796,Scientific Literature,J Med Chem,2015.0,tde,,,,,,
CHEMBL66165,Clc1ccc2c(NCCCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,Activity,,,,CHEMBL1942002,Mutagenic activity in Salmonella Typhimurium TA98-S9 by Ames test,T,BAO_0000218,organism-based format,CHEMBL1938311,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,,,
CHEMBL3622958,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,Activity,,,,CHEMBL3627079,Genotoxicity in Salmonella typhimurium TA1537 at 5000 lg/plate in absence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic,5000 lg/plate,,,,Salmonella typhimurium TA1537,False
CHEMBL3622956,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,Activity,,,,CHEMBL3627073,Genotoxicity in Salmonella typhimurium TA100 at 5000 lg/plate in presence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic,5000 lg/plate,,,presence of liver S9 fraction,Salmonella typhimurium TA100,False
CHEMBL3622958,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,Activity,,,,CHEMBL3627081,Mutagenicity in Salmonella typhimurium TA98 at 5000 lg/plate in presence of liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3621069,Scientific Literature,Bioorg Med Chem Lett,2015.0,Non-toxic,5000 lg/plate,,,presence of liver S9 fraction,Salmonella typhimurium TA98,True
CHEMBL447664,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,Activity,,,,CHEMBL1022280,Toxicity in mouse L5178Y cells assessed as nonmutagenic activity,T,BAO_0000219,cell-based format,CHEMBL1139344,Scientific Literature,J Med Chem,2009.0,Non-toxic,,,,,,
CHEMBL2435269,COc1ccc(-c2cc3c(c(/C=C/N(C)C)n2)C(=O)c2ccccc2C3=O)cc1,Activity,,,,CHEMBL2438314,Genotoxicity in Salmonella Typhimurium Cytox pr1 at 0.1 to 10 uM measured every 5 mins for 4 hrs by vitotox assay in presence of S9 liver extract,T,BAO_0000218,organism-based format,CHEMBL2434878,Scientific Literature,Eur J Med Chem,2013.0,Non-toxic,0.1 to 10 uM,,4 hrs with 5 mins interval,presence of S9 liver extract,Salmonella Typhimurium Cytox pr1,False
CHEMBL4214825,COc1cc(O)c(C(=O)C#Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,Activity,,,,CHEMBL4178738,Antiviral activity against HCV genotype 1b infected in human GS5 cells assessed as reduction in viral RNA level at 0.1 to 10 uM after 72 hrs by qPCR analysis,F,BAO_0000218,organism-based format,CHEMBL4177560,Scientific Literature,Bioorg Med Chem Lett,2017.0,Not Active,,,,,,
CHEMBL487474,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(Br)c1,Activity,,,,CHEMBL969697,Antibacterial activity against drug-resistant Klebsiella pneumoniae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Klebsiella pneumoniae,False
CHEMBL453079,O=C(O)c1cnc2sccc2c1Nc1cccc(Cl)c1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
CHEMBL452554,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc(F)cc1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
CHEMBL452553,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc([N+](=O)[O-])cc1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
CHEMBL452301,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc(Cl)cc1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
