Smiles_unify,Smiles,value,source,concentration,spec,property
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,97.5,CHEMBL4620130,,Human,ppb
COc1c(F)cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,COc1c(F)cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,13.0,CHEMBL4808869,,Human Plasma,ppb
CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1,CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1,89.0,CHEMBL4629907,,Human,ppb
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,40.7,CHEMBL4630031,,Human,ppb
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,12.0,CHEMBL4715125,,Human Serum,ppb
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.2,CHEMBL4715125,,Human Serum,ppb
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,98.0,CHEMBL4367759,,Human,ppb
Cc1c(-c2ccc3[nH]c(N)nc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3[nH]c(N)nc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,5.2,CHEMBL4700466,,Human,ppb
O=C(Nc1nc2ccc(Cl)cc2s1)c1c(O)c2cccc3c2n(c1=O)CC3,O=C(Nc1nc2ccc(Cl)cc2s1)c1c(O)c2cccc3c2n(c1=O)CC3,99.4,CHEMBL4628685,,Human,ppb
O=C(CCCCCc1ccccn1)NC1CCC(O)CC1,O=C(CCCCCc1ccccn1)NC1CCC(O)CC1,42.9,CHEMBL4618560,2 uM,Human,ppb
CC(=O)NS(=O)(=O)c1cccc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ccccc3c2=O)c1,CC(=O)NS(=O)(=O)c1cccc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ccccc3c2=O)c1,99.2,CHEMBL4346501,10 uM,Human,ppb
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,99.9,CHEMBL4200986,,Human,ppb
C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,20.0,CHEMBL4809372,10 uM,Human,ppb
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,93.4,CHEMBL5055753,,Human,ppb
COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CCC(F)(F)F)CC2)c2ccccc12,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CCC(F)(F)F)CC2)c2ccccc12,95.9,CHEMBL4766058,,Human,ppb
COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,99.6,CHEMBL4134291,,Human,ppb
COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,99.88,CHEMBL4673994,,Human,ppb
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,95.0,CHEMBL4374195,,Human Serum,ppb
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,98.1,CHEMBL4360274,,Human,ppb
Cc1c(C(=O)Nc2ccc(F)c(C#N)c2)sc(N)c1C(N)=O,Cc1c(C(=O)Nc2ccc(F)c(C#N)c2)sc(N)c1C(N)=O,80.0,CHEMBL4413189,5 uM,Human Plasma,ppb
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)c1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)c1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,97.2,CHEMBL5112286,1 uM,Human Plasma,ppb
COc1ccc(C(=O)N[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)cc1,COc1ccc(C(=O)N[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)cc1,12.0,CHEMBL5112887,,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,100.0,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cc(F)c43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cc(F)c43)C[C@@H]21,99.6,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ncccc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ncccc43)C[C@@H]21,91.8,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cnc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cnc43)C[C@@H]21,65.9,CHEMBL4843276,5 uM,Human,ppb
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,84.0,CHEMBL4812682,,Human,ppb
CC(C)(CNc1nc(-c2cccc(C(N)=O)c2)ns1)c1ccc(F)cc1,CC(C)(CNc1nc(-c2cccc(C(N)=O)c2)ns1)c1ccc(F)cc1,2.0,CHEMBL4845168,5 uM,Human,ppb
CC[C@H](NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,CC[C@H](NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,99.2,CHEMBL4843276,5 uM,Human,ppb
Fc1cc2ncn([C@H]3C[C@@H]4[C@@H](CNC(c5ccc(Cl)cc5)C(F)(F)F)[C@@H]4C3)c2cc1F,Fc1cc2ncn([C@H]3C[C@@H]4[C@@H](CNC(c5ccc(Cl)cc5)C(F)(F)F)[C@@H]4C3)c2cc1F,99.8,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)ccc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)ccc43)C[C@@H]21,99.4,CHEMBL4843276,5 uM,Human,ppb
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,99.9,CHEMBL4706789,,Human Plasma,ppb
CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,96.0,CHEMBL4478618,,Human,ppb
CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(F)cc1,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(F)cc1,99.4,CHEMBL4478458,,Human,ppb
Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,99.7,CHEMBL4387448,20 uM,Human Plasma,ppb
CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,67.0,CHEMBL4373163,,Human,ppb
Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,70.0,CHEMBL4828035,,Human,ppb
CC(C)N1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,CC(C)N1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,98.0,CHEMBL4828534,,Human,ppb
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,66.0,CHEMBL4844307,,Human,ppb
CCNC(=O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,CCNC(=O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,85.1,CHEMBL4275080,,Human,ppb
Cc1ccnn1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,Cc1ccnn1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,90.0,CHEMBL4236912,1 ug/ml,Human Blood,ppb
Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,99.27,CHEMBL4339008,5 uM,Human Plasma,ppb
CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,99.8,CHEMBL4332122,,Human Plasma,ppb
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#C[C@H]3C[C@H](O)C3)cc2)on1,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#C[C@H]3C[C@H](O)C3)cc2)on1,98.3,CHEMBL4689007,1 ug/ml,Human,ppb
C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,89.7,CHEMBL4689007,1 ug/ml,Human,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)F)cc3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)F)cc3)C2)n1,93.8,CHEMBL4426347,,Human,ppb
O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3[nH]2)cc1,O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3[nH]2)cc1,99.7,CHEMBL4423496,,Human,ppb
O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,82.0,CHEMBL4615933,10 uM,Human Plasma,ppb
C[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(CCn3cc(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)s2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(CCn3cc(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)s2)[C@@H](O)[C@H](O)[C@@H]1O,75.0,CHEMBL4676159,1 uM,Human Plasma,ppb
COc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,COc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,77.7,CHEMBL4675929,5 uM,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,97.8,CHEMBL4716418,10 uM,Human Plasma,ppb
C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,86.0,CHEMBL4383170,,Human,ppb
CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,47.0,CHEMBL4373163,,Human,ppb
Fc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1F,Fc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1F,98.9,CHEMBL4345091,5 mM,Human Plasma,ppb
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cncn2)c1,O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cncn2)c1,60.0,CHEMBL4236912,1 ug/ml,Human Blood,ppb
O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,99.9,CHEMBL4253812,10 uM,Human Plasma,ppb
O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,98.0,CHEMBL4253812,10 uM,Human Plasma,ppb
Cc1cc(C(F)(F)F)ccc1-c1cc2cnn([C@@H](CC(C)C)c3ccc(C(=O)NCCC(=O)O)cc3)c2cc1C,Cc1cc(C(F)(F)F)ccc1-c1cc2cnn([C@@H](CC(C)C)c3ccc(C(=O)NCCC(=O)O)cc3)c2cc1C,99.99,CHEMBL4400436,1 uM,Human,ppb
CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,50.2,CHEMBL4386905,,Human,ppb
CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,93.4,CHEMBL4424336,5 mM,Human Plasma,ppb
COC(=O)c1cc(Br)cnc1N1CC[C@@H](NC2CCCCC2)[C@H](O)C1,COC(=O)c1cc(Br)cnc1N1CC[C@@H](NC2CCCCC2)[C@H](O)C1,73.0,CHEMBL4424278,1 uM,Human Plasma,ppb
Cc1cc2nccc(-c3cncnc3)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,Cc1cc2nccc(-c3cncnc3)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,95.2,CHEMBL4264875,5 uM,Human Plasma,ppb
CN(C)CCNC(=O)[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2ccccc2[nH]1,CN(C)CCNC(=O)[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2ccccc2[nH]1,12.0,CHEMBL4137259,,Human,ppb
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,52.0,CHEMBL4312535,10 uM,Human Plasma,ppb
CC1(CN2CC[C@H](NC(=O)c3cc(-c4ccc(F)cc4F)on3)[C@@H](C(=O)NC3(c4ncccn4)CC3)C2)CC1,CC1(CN2CC[C@H](NC(=O)c3cc(-c4ccc(F)cc4F)on3)[C@@H](C(=O)NC3(c4ncccn4)CC3)C2)CC1,95.7,CHEMBL4706366,,Human,ppb
N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,98.0,CHEMBL4325182,,Human,ppb
c1cnn2ncc(-c3ccnc(Nc4ccncc4)n3)c2c1,c1cnn2ncc(-c3ccnc(Nc4ccncc4)n3)c2c1,41.0,CHEMBL4325182,,Human,ppb
COc1ccc2c(-c3ccnc(Nc4cccnc4)n3)c(CO)nn2n1,COc1ccc2c(-c3ccnc(Nc4cccnc4)n3)c(CO)nn2n1,94.0,CHEMBL4325182,,Human,ppb
CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,87.0,CHEMBL4344858,,Human,ppb
Cn1cc(-c2nc3c(-c4ccnc(OC5CC5)c4)cnn3cc2OCCC(C)(C)O)cn1,Cn1cc(-c2nc3c(-c4ccnc(OC5CC5)c4)cnn3cc2OCCC(C)(C)O)cn1,99.0,CHEMBL4715008,,Human,ppb
CCN1CCCN(c2ncc(-c3cc4nccc(Nc5cnccn5)c4cc3C)cn2)CC1,CCN1CCCN(c2ncc(-c3cc4nccc(Nc5cnccn5)c4cc3C)cn2)CC1,84.0,CHEMBL4344877,1 uM,Human,ppb
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,86.1,CHEMBL4666691,,Human Serum,ppb
NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,96.4,CHEMBL4679842,,Human Plasma,ppb
Cc1ccoc1C(=O)NCCc1csc(-c2ccccc2)n1,Cc1ccoc1C(=O)NCCc1csc(-c2ccccc2)n1,95.0,CHEMBL4718778,,Human Plasma,ppb
Clc1nc(NCc2ccco2)c2[nH]cnc2n1,Clc1nc(NCc2ccco2)c2[nH]cnc2n1,12.9,CHEMBL4724731,10 uM,Human,ppb
CC(C)c1c(-c2cn[nH]c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cn[nH]c2)[nH]c2c(C#N)cnn2c1=O,97.4,CHEMBL4427149,,Human,ppb
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,99.4,CHEMBL4429408,,Human Serum,ppb
CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1,CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,88.0,CHEMBL4429891,,Human,ppb
c1coc(CNc2ncnc3cc[nH]c23)c1,c1coc(CNc2ncnc3cc[nH]c23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
Cc1oc2ncnc(NCc3ccco3)c2c1C,Cc1oc2ncnc(NCc3ccco3)c2c1C,12.9,CHEMBL4724731,10 uM,Human,ppb
COP(=O)(c1ccc2oc(-c3ccc(F)cc3)nc2c1)C(C)C,COP(=O)(c1ccc2oc(-c3ccc(F)cc3)nc2c1)C(C)C,93.0,CHEMBL4621466,,Human,ppb
COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)no4)cc3)[C@@H]2C1,COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)no4)cc3)[C@@H]2C1,93.5,CHEMBL4689007,1 ug/ml,Human,ppb
CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,100.0,CHEMBL4325182,,Human,ppb
N#Cc1cccc(Nc2nccc(-c3cnn4ccccc34)n2)c1,N#Cc1cccc(Nc2nccc(-c3cnn4ccccc34)n2)c1,99.0,CHEMBL4325182,,Human,ppb
c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,98.0,CHEMBL4325182,,Human,ppb
Cc1c(C)n2cc([N+](=O)[O-])nc2c(=O)n1Cc1ccc(OC(F)(F)F)cc1,Cc1c(C)n2cc([N+](=O)[O-])nc2c(=O)n1Cc1ccc(OC(F)(F)F)cc1,99.0,CHEMBL4384253,5 uM,Human,ppb
CC(C)c1c(-c2cnn(C(C)C)c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cnn(C(C)C)c2)[nH]c2c(C#N)cnn2c1=O,98.7,CHEMBL4427149,,Human,ppb
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC(=S)N3CC[N+](C)(Cc4ccccc4)CC3)[C@H](C)[C@H]12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC(=S)N3CC[N+](C)(Cc4ccccc4)CC3)[C@H](C)[C@H]12,60.0,CHEMBL618942,10 ug/mL,Human Serum,ppb
c1cc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)ccn1,c1cc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)ccn1,97.0,CHEMBL4140735,,Human,ppb
c1cc(-c2ccc3ncnc(Nc4ccncc4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4ccncc4)c3c2)cc(N2CCOCC2)c1,98.8,CHEMBL4140735,,Human,ppb
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,98.0,CHEMBL4808869,,Human Plasma,ppb
O=C(CCCCCc1ccncc1)NC1CCC(O)CC1,O=C(CCCCCc1ccncc1)NC1CCC(O)CC1,24.8,CHEMBL4618560,2 uM,Human,ppb
C#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(S(N)(=O)=O)c2)cc1,C#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(S(N)(=O)=O)c2)cc1,98.2,CHEMBL4346501,10 uM,Human,ppb
Cn1cc(-c2ccc(N3CCC([C@H]4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,Cn1cc(-c2ccc(N3CCC([C@H]4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,99.7,CHEMBL4360772,,Human Plasma,ppb
CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,89.0,CHEMBL4480780,,Human Plasma,ppb
CC1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,CC1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,93.0,CHEMBL4835209,5 uM,Human,ppb
COCc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,COCc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,98.0,CHEMBL4603073,10 uM,Human Plasma,ppb
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,97.0,CHEMBL4679768,1 uM,Human,ppb
COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1F,COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1F,99.6,CHEMBL4626235,5 uM,Human Plasma,ppb
