,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
4503,CHEMBL3647424,CCOC(=O)CNC(=O)NCc1ccc(N)cc1,IC50,'=',16800.0,nM,CHEMBL3707943,"Enzymatic Assay: Cyclophilin PPlase activity was measured at 20 C. by using the standard chymotrypsin coupled assay (Kofron J L, Kuzmic P, Kishore V, Colon-Bonilla E, Rich D H. Determination of kinetic constants for peptidyl prolyl cis-trans isomerases by an improved spectrophotometric assay. Biochemistry. 1991 Jun. 25; 30(25):6127-34). The assay buffer (25 mM Hepes, 100 mM NaCl, pH 7.8) and CypA, B or D (1900 nM stock solution) were pre-cooled to 4 C., to which then was added 5 uL of 50 mg/ml chymotrypsin in 1 mM HCl. The reaction was initiated by adding 20 uL of 3.2 mM peptide substrate (Suc-Ala-Ala-cis-Pro-Phe-pNA) in LiCl/TFE solution with rapid inversion. After a delay from the onset of mixing, the absorbance of p-nitroaniline was followed at 390 nM until the reaction was complete (1 min). The final concentration of LiCl in the assay was 20 mM; TFE was present at a concentration of 4% (v/v). Absorbance readings were collected every 1 s by spectrophotometer.",B,BAO_0000357,single protein format,CHEMBL3639117,BindingDB Database,,2014.0
4504,CHEMBL2206278,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,IC50,'>',40000.0,nM,CHEMBL2213403,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL2203000,Scientific Literature,ACS Med Chem Lett,2012.0
4507,CHEMBL4205817,Cc1csc(NC(=O)c2cc(C(F)(F)c3cncnc3)cc3cccnc23)n1,IC50,'=',300.0,nM,CHEMBL4195062,Inhibition of CYP1A2 in human liver microsomes using phenacetin as substrate in presence of NADPH by LC/MS/MS analysis,A,BAO_0000251,microsome format,CHEMBL4190386,Scientific Literature,Bioorg Med Chem Lett,2018.0
4509,CHEMBL3622435,Cc1nnc2n1-c1ccc(-c3cncc(F)c3)cc1CC2,IC50,'=',558.0,nM,CHEMBL3624350,Inhibition of human CYP11B2 expressed in V79 cells assessed as aldosterone level after 3 hrs by HTRF assay in presence of 125 nM 11-deoxycorticosterone,B,BAO_0000219,cell-based format,CHEMBL3621164,Scientific Literature,ACS Med Chem Lett,2015.0
4510,CHEMBL3622445,Cc1nnc2n1-c1ccc(-c3cncc([C@](C)(O)C(F)(F)F)c3)cc1CC2,IC50,'=',4402.0,nM,CHEMBL3624351,Inhibition of human CYP11B1 expressed in V79 cells assessed as cortisol level after 3 hrs by HTRF assay in presence of 250 nM 11-deoxycortisol,B,BAO_0000219,cell-based format,CHEMBL3621164,Scientific Literature,ACS Med Chem Lett,2015.0
4513,CHEMBL3359854,CC(C)Oc1ncc(-c2nc(-c3cccc4c3OCCNC4CCCC(=O)O)no2)cc1Cl,IC50,'>',50000.0,nM,CHEMBL3381252,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3352346,Scientific Literature,J Med Chem,2014.0
4514,CHEMBL2312954,O=C1CCc2cc(C(c3ccccc3)c3ccncc3)cc3c2N1CC3,IC50,'=',390.0,nM,CHEMBL2321523,"Inhibition of human CYP11B2 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4515,CHEMBL2312964,O=C1CCc2cc(C(O)c3cccnc3)cc3c2N1CC3,IC50,'>',5000.0,nM,CHEMBL2321523,"Inhibition of human CYP11B2 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4516,CHEMBL2312962,Cc1cccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)c1,IC50,'=',1336.0,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4517,CHEMBL2312955,COc1ccccc1C(c1ccncc1)c1cc2c3c(c1)CCN3C(=O)CC2,IC50,'=',276.0,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4518,CHEMBL2312952,O=C1CCc2cc(C(c3ccncc3)C3CCCCC3)cc3c2N1CC3,IC50,'>',5000.0,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4519,CHEMBL2163639,O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3,IC50,'=',2.2,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4520,CHEMBL2312966,C=C(c1cccnc1)c1cc2c3c(c1)CCN3C(=O)CC2,IC50,'=',41.0,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4521,CHEMBL2312963,O=C1CCc2cc(C(c3ccncc3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c2N1CC3,IC50,'=',246.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4522,CHEMBL2312957,COc1ccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)cc1,IC50,'=',273.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4523,CHEMBL2312954,O=C1CCc2cc(C(c3ccccc3)c3ccncc3)cc3c2N1CC3,IC50,'=',880.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4524,CHEMBL2311553,O=C1CCc2cc(Cc3ccncc3)cc3c2N1CC3,IC50,'=',2130.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4525,CHEMBL2312971,O=C1CCc2cc(C(c3cccnc3)c3cccc(Cl)c3)cc3c2N1CC3,IC50,'=',1350.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4526,CHEMBL2312969,COc1ccccc1C(c1cccnc1)c1cc2c3c(c1)CCN3C(=O)CC2,IC50,'=',3660.0,nM,CHEMBL2321525,Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method,B,BAO_0000357,single protein format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
4527,CHEMBL1909048,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,IC50,'=',200.0,nM,CHEMBL1909134,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
4531,CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],IC50,'=',824.4,nM,CHEMBL1909136,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
4532,CHEMBL3287185,COc1cncc(-c2ccc3c(c2)CCN3C(C)=O)c1,IC50,'=',803.0,nM,CHEMBL3293050,Inhibition of human CYP11B1 expressed in hamster V79MZh cells using deoxycorticosterone as substrate,B,BAO_0000219,cell-based format,CHEMBL3286158,Scientific Literature,J Med Chem,2014.0
4533,CHEMBL3916770,c1ccc2c(N3CCC4(CCCC4)CC3)cncc2c1,IC50,'=',106.0,nM,CHEMBL3871210,Inhibition of human CYP11B2-CLE9 expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured for 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3870364,Scientific Literature,ACS Med Chem Lett,2017.0
4534,CHEMBL3928391,c1ccc2c(N3CCC4(CCCCC4)CC3)cncc2c1,IC50,'=',554.0,nM,CHEMBL3871210,Inhibition of human CYP11B2-CLE9 expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured for 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3870364,Scientific Literature,ACS Med Chem Lett,2017.0
4535,CHEMBL3926792,CN1CC2(CCN(c3cncc4ccccc34)CC2)CC1=O,IC50,'=',228.0,nM,CHEMBL3871210,Inhibition of human CYP11B2-CLE9 expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured for 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3870364,Scientific Literature,ACS Med Chem Lett,2017.0
4536,CHEMBL3971021,CN1CCC2(CCN(c3cncc4ccccc34)CC2)C1=O,IC50,'>',8000.0,nM,CHEMBL3871210,Inhibition of human CYP11B2-CLE9 expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured for 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3870364,Scientific Literature,ACS Med Chem Lett,2017.0
4537,CHEMBL3894033,CC1(C)CN(c2cncc(N3CCC4(CCC(=O)N4)CC3)n2)C1,IC50,'=',73.0,nM,CHEMBL3871210,Inhibition of human CYP11B2-CLE9 expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured for 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3870364,Scientific Literature,ACS Med Chem Lett,2017.0
4542,CHEMBL3968178,O=S(=O)(C(F)F)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',8.0,nM,CHEMBL3868072,Inhibition of recombinant CYP17 (unknown origin) overexpressed in human AD293 cells using [21-3H]17alpha-hydroxyl-pregenolone as substrate preincubated for 60 mins followed by substrate addition measured after 4 hrs by Topcount method,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4543,CHEMBL3952032,N#CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',9.0,nM,CHEMBL3868072,Inhibition of recombinant CYP17 (unknown origin) overexpressed in human AD293 cells using [21-3H]17alpha-hydroxyl-pregenolone as substrate preincubated for 60 mins followed by substrate addition measured after 4 hrs by Topcount method,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4544,CHEMBL3964421,COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',110.0,nM,CHEMBL3868073,Inhibition of recombinant CYP11B1 (unknown origin) overexpressed in human AD293 cells assessed as reduction in cortisol formation preincubated for 60 mins followed by addition of 11-deoxycortisol as substrate measured after 12 hrs by LC-MS/MS analysis,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4545,CHEMBL3415162,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(Cc3ccccc3)n1-2,IC50,'>',10000.0,nM,CHEMBL3418339,Inhibition of human CYP11B1 expressed in V79 MZh cells using [14C]-deoxycorticosterone substrate incubated for 6 hrs by HPTLC method,B,BAO_0000219,cell-based format,CHEMBL3414516,Scientific Literature,J Med Chem,2015.0
4546,CHEMBL3415155,Cc1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,IC50,'=',16990.0,nM,CHEMBL3418339,Inhibition of human CYP11B1 expressed in V79 MZh cells using [14C]-deoxycorticosterone substrate incubated for 6 hrs by HPTLC method,B,BAO_0000219,cell-based format,CHEMBL3414516,Scientific Literature,J Med Chem,2015.0
4547,CHEMBL3960724,O=S(=O)(c1cccs1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',82.0,nM,CHEMBL3868073,Inhibition of recombinant CYP11B1 (unknown origin) overexpressed in human AD293 cells assessed as reduction in cortisol formation preincubated for 60 mins followed by addition of 11-deoxycortisol as substrate measured after 12 hrs by LC-MS/MS analysis,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4548,CHEMBL3891718,Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',17.0,nM,CHEMBL3868073,Inhibition of recombinant CYP11B1 (unknown origin) overexpressed in human AD293 cells assessed as reduction in cortisol formation preincubated for 60 mins followed by addition of 11-deoxycortisol as substrate measured after 12 hrs by LC-MS/MS analysis,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4549,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',4300.0,nM,CHEMBL3868074,Inhibition of recombinant CYP21 (unknown origin) overexpressed in human AD293 cells assessed as reduction in 11-deoxycortisol formation preincubated for 60 mins followed by addition of 17-alpha-hydroxyprogesterone as substrate measured after 45 mins by LC-MS/MS analysis,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4553,CHEMBL75,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',1800.0,nM,CHEMBL3868072,Inhibition of recombinant CYP17 (unknown origin) overexpressed in human AD293 cells using [21-3H]17alpha-hydroxyl-pregenolone as substrate preincubated for 60 mins followed by substrate addition measured after 4 hrs by Topcount method,B,BAO_0000219,cell-based format,CHEMBL3867461,Scientific Literature,Bioorg Med Chem Lett,2016.0
4554,CHEMBL4646510,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,IC50,'>',100000.0,nM,CHEMBL4616441,Inhibition of recombinant human CYP1A2,A,BAO_0000357,single protein format,CHEMBL4613324,Scientific Literature,J Med Chem,2020.0
4555,CHEMBL4646510,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,IC50,'>',100000.0,nM,CHEMBL4616434,Inhibition of recombinant human CYP2D6,A,BAO_0000357,single protein format,CHEMBL4613324,Scientific Literature,J Med Chem,2020.0
4556,CHEMBL2022570,Cc1n[nH]c(C(=O)O)c1Cc1cccc(-c2ccc(F)cc2)c1,IC50,'>',10000.0,nM,CHEMBL2027079,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL2021770,Scientific Literature,ACS Med Chem Lett,2011.0
4557,CHEMBL254328,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,IC50,'=',800.0,nM,CHEMBL3418491,Inhibition of human CYP17 expressed in Escherichia coli,B,BAO_0000019,assay format,CHEMBL3414506,Scientific Literature,J Med Chem,2015.0
4559,CHEMBL1770317,CC(C)C1(c2ccc(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O,IC50,'>',50118.72,nM,CHEMBL2039053,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL2034937,Scientific Literature,ACS Med Chem Lett,2010.0
4560,CHEMBL3930836,COC(=O)c1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1,IC50,'=',2.5,nM,CHEMBL3872119,Inhibition of human CYP11B2-CLE9 expressed in Chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3871305,Scientific Literature,Bioorg Med Chem Lett,2017.0
4561,CHEMBL3942187,C[C@](O)(c1cncc(-c2nc3ccc(C#N)cn3c2C2CC2)c1)C(F)(F)F,IC50,'=',5.8,nM,CHEMBL3872119,Inhibition of human CYP11B2-CLE9 expressed in Chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3871305,Scientific Literature,Bioorg Med Chem Lett,2017.0
4562,CHEMBL3960669,Fc1cncc(-c2nc3cc(F)ccn3c2C2CC2)c1,IC50,'=',98.0,nM,CHEMBL3872119,Inhibition of human CYP11B2-CLE9 expressed in Chinese hamster V79 cells using 11-deoxycorticosterone as substrate preincubated for 1 hr followed by substrate addition measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,CHEMBL3871305,Scientific Literature,Bioorg Med Chem Lett,2017.0
4565,CHEMBL3234567,Cc1nc(N2CCN(C)CC2)cc(N2CCC[C@@H](C(=O)NCCc3ccc(C#N)cc3)C2)n1,IC50,'>',25000.0,nM,CHEMBL3239423,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3232835,Scientific Literature,J Med Chem,2014.0
4566,CHEMBL3234570,N#Cc1ccc(CCNC(=O)[C@@H]2CCCN(c3cc(N4CCN(C5COC5)CC4)nc(C(F)(F)F)n3)C2)cc1,IC50,'=',1100.0,nM,CHEMBL3239423,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3232835,Scientific Literature,J Med Chem,2014.0
4567,CHEMBL3234576,CN1CCN(c2cc(N3CCC[C@@H]3C(=O)NCCc3ccc(C#N)cc3)nc(C(F)(F)F)n2)CC1,IC50,'=',700.0,nM,CHEMBL3239423,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3232835,Scientific Literature,J Med Chem,2014.0
4568,CHEMBL3234871,N#Cc1ccc(CCNC(=O)[C@@H]2CCN2c2cc(-c3ccc([C@H]4CC[C@H](C(=O)O)CC4)cc3)nc(C(F)(F)F)n2)cc1,IC50,'>',25000.0,nM,CHEMBL3239432,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3232835,Scientific Literature,J Med Chem,2014.0
4569,CHEMBL4643449,CC(C)c1cc(COc2ccccc2CC(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,IC50,'>',20000.0,nM,CHEMBL4621408,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4619774,Scientific Literature,J Med Chem,2020.0
4573,CHEMBL2418954,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,IC50,'>',25000.0,nM,CHEMBL2423248,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2417393,Scientific Literature,Bioorg Med Chem Lett,2013.0
4575,CHEMBL3794145,O=C(O)C1CN(Cc2ccc(-c3noc(-c4onc(-c5ccccn5)c4C(F)(F)F)n3)cc2)C1,IC50,'>',40000.0,nM,CHEMBL3795106,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3792331,Scientific Literature,Bioorg Med Chem Lett,2016.0
4577,CHEMBL3677930,O=C1N(c2cc(C(F)(F)F)ccn2)CCN1c1cnccc1C1CC1,IC50,'=',22.0,nM,CHEMBL3705980,"Inhibition Assay: Assay method was adopted from a published protocol with some modifications to suit our requirements (Dmitry N Grigoryev et al, Analytical Biochemistry, (1999) 267, 319-330). The conversion of 17-alpha -hydroxy pregnenolone to Dehydroepiandrosterone is accompanied by the release of acetic acid. In the Cyp17 lyase assay, 17-alpha -hydroxy pregnenolone labeled with tritium (3H) at position 21 is used as the substrate. Chloroform extraction removes the radioactive steroids and acetic acid is taken into aqueous layer. The tritiated acetic acid released in the assay thus extracted is quantified to determine the enzyme activity.Initial buffer conditions were, 50 mM Phosphate buffer, pH 7.5 was used as the starting buffer for Cyp17 lyase activity based on the data published in US patent publication No. US2004/0198773 A1. This buffer was found to be suitable for regular Cyp17 lyase assay. Human Cyp 17 gene was cloned and expressed in Adenoviral expression system in A549 cell lines.",B,BAO_0000219,cell-based format,CHEMBL3639263,BindingDB Database,,2015.0
4579,CHEMBL3753341,CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,IC50,'=',2000.0,nM,CHEMBL3756059,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3751668,Scientific Literature,J Med Chem,2016.0
4580,CHEMBL3415164,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccncc3)n1-2,IC50,'>',10000.0,nM,CHEMBL3418338,Inhibition of human CYP11B2 expressed in V79 MZh cells using [14C]-deoxycorticosterone substrate incubated for 6 hrs by HPTLC method,B,BAO_0000219,cell-based format,CHEMBL3414516,Scientific Literature,J Med Chem,2015.0
4581,CHEMBL3794417,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12,IC50,'=',82.7,nM,CHEMBL3795160,"Inhibition of human CYP11B1 expressed in V79 MZh cells using [1,2-3H]-11-deoxycorticosterone as substrate for 6 hrs by HPTLC analysis",B,BAO_0000219,cell-based format,CHEMBL3792376,Scientific Literature,J Med Chem,2016.0
4582,CHEMBL3793576,O=c1c(Cc2c[nH]cn2)coc2cc(F)ccc12,IC50,'=',94.9,nM,CHEMBL3795161,"Inhibition of human CYP11B2 expressed in V79 MZh cells using [1,2-3H]-11-deoxycorticosterone as substrate for 30 mins by HPTLC analysis",B,BAO_0000219,cell-based format,CHEMBL3792376,Scientific Literature,J Med Chem,2016.0
4583,CHEMBL3287854,O=c1cc([C@H]2CCN[C@@H](CCc3ccccc3)C2)o[nH]1,IC50,'>',20000000.0,nM,CHEMBL3293936,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286179,Scientific Literature,ACS Med Chem Lett,2014.0
4584,CHEMBL3397606,O=C1NCc2cc(-c3cccnc3)ccc2N1,IC50,'=',228.0,nM,CHEMBL3399802,Inhibition of CYP11B2 in human V79MZ cells using [3H]-11-deoxycorticosterone as substrate incubated for 1 hr prior to substrate addition measured after 45 mins by HPLC analysis,B,BAO_0000219,cell-based format,CHEMBL3396957,Scientific Literature,Eur J Med Chem,2015.0
4585,CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',0.8,nM,CHEMBL3399802,Inhibition of CYP11B2 in human V79MZ cells using [3H]-11-deoxycorticosterone as substrate incubated for 1 hr prior to substrate addition measured after 45 mins by HPLC analysis,B,BAO_0000219,cell-based format,CHEMBL3396957,Scientific Literature,Eur J Med Chem,2015.0
4589,CHEMBL1357034,Cc1sc2ncnc(N3CCC(C(=O)Nc4ccc(S(N)(=O)=O)cc4)CC3)c2c1C,IC50,'>',20000.0,nM,CHEMBL3810539,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3808342,Scientific Literature,Bioorg Med Chem Lett,2016.0
4591,CHEMBL2144409,Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,IC50,'>',50000.0,nM,CHEMBL3395912,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3393060,Scientific Literature,J Med Chem,2015.0
4592,CHEMBL3261425,Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,IC50,'=',22000.0,nM,CHEMBL3268093,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3259563,Scientific Literature,Bioorg Med Chem Lett,2014.0
4593,CHEMBL3344395,COc1cc(/C=C/c2cccc3c2ccn3CCCCn2ccnc2)cc(OC)c1,IC50,'=',100.0,nM,CHEMBL3383458,Inhibition of mouse CYP27B1 by cell-free assay,B,BAO_0000357,single protein format,CHEMBL3351421,Scientific Literature,Eur J Med Chem,2014.0
4594,CHEMBL3393472,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl.O,IC50,'=',170.0,nM,CHEMBL3396729,Inhibition of human recombinant CYP3A4 co-expressed with human P450 reductase/human b5 reductase using 7-benzyloxyquinoline substrate,A,BAO_0000357,single protein format,CHEMBL3392969,Scientific Literature,J Med Chem,2015.0
4595,CHEMBL3393473,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3cc(F)ccc3[nH]2)o1,IC50,'=',12000.0,nM,CHEMBL3396729,Inhibition of human recombinant CYP3A4 co-expressed with human P450 reductase/human b5 reductase using 7-benzyloxyquinoline substrate,A,BAO_0000357,single protein format,CHEMBL3392969,Scientific Literature,J Med Chem,2015.0
4596,CHEMBL3393478,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3c(F)c(F)c(F)cc3[nH]2)o1,IC50,'=',23000.0,nM,CHEMBL3396729,Inhibition of human recombinant CYP3A4 co-expressed with human P450 reductase/human b5 reductase using 7-benzyloxyquinoline substrate,A,BAO_0000357,single protein format,CHEMBL3392969,Scientific Literature,J Med Chem,2015.0
4605,CHEMBL3686863,Cc1ccc(N2CCC(O)CC2)nc1C(=O)Nc1c(C)cc(C(=O)O)cc1C,IC50,'>',10000.0,nM,CHEMBL3795705,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3792364,Scientific Literature,Bioorg Med Chem Lett,2016.0
4606,CHEMBL150653,CCCCOc1ccc(-c2ccccn2)cc1,IC50,'=',3570.0,nM,CHEMBL664322,Inhibition of cytochrome P450 CYP2C19,B,BAO_0000357,single protein format,CHEMBL1145921,Scientific Literature,J Med Chem,2003.0
4608,CHEMBL3259907,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,IC50,'>',30000.0,nM,CHEMBL3297635,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286143,Scientific Literature,ACS Med Chem Lett,2014.0
4610,CHEMBL2179319,FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,IC50,'>',30000.0,nM,CHEMBL2186483,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL2176880,Scientific Literature,J Med Chem,2012.0
